object
bamboo
straw
cereal
wooden ladder
plastic thing
cloth? pillow?
bag clip
bottle
machete
shawl

woven grass
reeds
palm leaves
succulent plant
beam
clothes
unknown food
yellow cable
coloumn
bush
plastic straw
sash
orange soda bottle
wooden house frame
metal sheet
crayons
white chair
white table leg
white toy
glass bottle
wooden slate
blue toy
blue fabric
srtuffed animal
metal rod
black car
wooden floor
rubber ring
black object
robot
food container
window blinds
stuffed squirrel
blue robot man
brown action figure
biscuit
blanket?
box of food
camera lens?
boxes of food?
plastic tablecloth?
candy jar
drink
food boxes
stalks
cup?
rag
bag handle
small metal object
small object
black basket
black wire
metal sticks
shears
trowel
paint roller
metal object
long curved object
facet
