sub_num,Image,TimestampHMS
7101,20160811_062803_000.gif,08:27:05
7101,20160811_062813_000.gif,08:27:15
7101,20160811_062823_000.gif,08:27:25
7101,20160811_062834_000.gif,08:27:36
7101,20160811_062844_000.gif,08:27:46
7101,20160811_062854_000.gif,08:27:56
7101,20160811_062907_000.gif,08:28:09
7101,20160811_062917_000.gif,08:28:19
7101,20160811_062927_000.gif,08:28:29
7101,20160811_062940_000.gif,08:28:42
7101,20160811_062950_000.gif,08:28:52
7101,20160811_063000_000.gif,08:29:02
7101,20160811_063011_000.gif,08:29:13
7101,20160811_063021_000.gif,08:29:23
7101,20160811_063031_000.gif,08:29:33
7101,20160811_063043_000.gif,08:29:45
7101,20160811_063053_000.gif,08:29:55
7101,20160811_063103_000.gif,08:30:05
7101,20160811_063133_000.gif,08:30:35
7101,20160811_063617_000.gif,08:35:19
7101,20160811_063627_000.gif,08:35:29
7101,20160811_063638_000.gif,08:35:40
7101,20160811_063644_000.gif,08:35:46
7101,20160811_063654_000.gif,08:35:56
7101,20160811_063705_000.gif,08:36:07
7101,20160811_063717_000.gif,08:36:19
7101,20160811_063727_000.gif,08:36:29
7101,20160811_063737_000.gif,08:36:39
7101,20160811_063749_000.gif,08:36:51
7101,20160811_063759_000.gif,08:37:01
7101,20160811_063809_000.gif,08:37:11
7101,20160811_063821_000.gif,08:37:23
7101,20160811_063831_000.gif,08:37:33
7101,20160811_063841_000.gif,08:37:43
7101,20160811_063852_000.gif,08:37:54
7101,20160811_063902_000.gif,08:38:04
7101,20160811_063912_000.gif,08:38:14
7101,20160811_063924_000.gif,08:38:26
7101,20160811_063934_000.gif,08:38:36
7101,20160811_063944_000.gif,08:38:46
7101,20160811_063956_000.gif,08:38:58
7101,20160811_064006_000.gif,08:39:08
7101,20160811_064016_000.gif,08:39:18
7101,20160811_064027_000.gif,08:39:29
7101,20160811_064038_000.gif,08:39:40
7101,20160811_064048_000.gif,08:39:50
7101,20160811_064101_000.gif,08:40:03
7101,20160811_064111_000.gif,08:40:13
7101,20160811_064121_000.gif,08:40:23
7101,20160811_064132_000.gif,08:40:34
7101,20160811_064142_000.gif,08:40:44
7101,20160811_064152_000.gif,08:40:54
7101,20160811_064204_000.gif,08:41:06
7101,20160811_064214_000.gif,08:41:16
7101,20160811_064224_000.gif,08:41:26
7101,20160811_064236_000.gif,08:41:38
7101,20160811_064246_000.gif,08:41:48
7101,20160811_064256_000.gif,08:41:58
7101,20160811_064308_000.gif,08:42:10
7101,20160811_064318_000.gif,08:42:20
7101,20160811_064328_000.gif,08:42:30
7101,20160811_064340_000.gif,08:42:42
7101,20160811_064350_000.gif,08:42:52
7101,20160811_064400_000.gif,08:43:02
7101,20160811_064412_000.gif,08:43:14
7101,20160811_064422_000.gif,08:43:24
7101,20160811_064432_000.gif,08:43:34
7101,20160811_064443_000.gif,08:43:45
7101,20160811_064454_000.gif,08:43:56
7101,20160811_064504_000.gif,08:44:06
7101,20160811_064516_000.gif,08:44:18
7101,20160811_064526_000.gif,08:44:28
7101,20160811_064536_000.gif,08:44:38
7101,20160811_064548_000.gif,08:44:50
7101,20160811_064558_000.gif,08:45:00
7101,20160811_064608_000.gif,08:45:10
7101,20160811_064621_000.gif,08:45:23
7101,20160811_064631_000.gif,08:45:33
7101,20160811_064641_000.gif,08:45:43
7101,20160811_064653_000.gif,08:45:55
7101,20160811_064703_000.gif,08:46:05
7101,20160811_064713_000.gif,08:46:15
7101,20160811_064725_000.gif,08:46:27
7101,20160811_064735_000.gif,08:46:37
7101,20160811_064745_000.gif,08:46:47
7101,20160811_064758_000.gif,08:47:00
7101,20160811_064808_000.gif,08:47:10
7101,20160811_064830_000.gif,08:47:32
7101,20160811_064840_000.gif,08:47:42
7101,20160811_064850_000.gif,08:47:52
7101,20160811_064902_000.gif,08:48:04
7101,20160811_064910_000.gif,08:48:12
7101,20160811_064920_000.gif,08:48:22
7101,20160811_064930_000.gif,08:48:32
7101,20160811_064942_000.gif,08:48:44
7101,20160811_064952_000.gif,08:48:54
7101,20160811_065002_000.gif,08:49:04
7101,20160811_065014_000.gif,08:49:16
7101,20160811_065024_000.gif,08:49:26
7101,20160811_065034_000.gif,08:49:36
7101,20160811_065046_000.gif,08:49:48
7101,20160811_065056_000.gif,08:49:58
7101,20160811_065106_000.gif,08:50:08
7101,20160811_065116_000.gif,08:50:18
7101,20160811_065126_000.gif,08:50:28
7101,20160811_065137_000.gif,08:50:39
7101,20160811_065148_000.gif,08:50:50
7101,20160811_065158_000.gif,08:51:00
7101,20160811_065208_000.gif,08:51:10
7101,20160811_065221_000.gif,08:51:23
7101,20160811_065231_000.gif,08:51:33
7101,20160811_065241_000.gif,08:51:43
7101,20160811_065253_000.gif,08:51:55
7101,20160811_065303_000.gif,08:52:05
7101,20160811_065313_000.gif,08:52:15
7101,20160811_065324_000.gif,08:52:26
7101,20160811_065334_000.gif,08:52:36
7101,20160811_065345_000.gif,08:52:47
7101,20160811_065356_000.gif,08:52:58
7101,20160811_065406_000.gif,08:53:08
7101,20160811_065416_000.gif,08:53:18
7101,20160811_065429_000.gif,08:53:31
7101,20160811_065439_000.gif,08:53:41
7101,20160811_065449_000.gif,08:53:51
7101,20160811_065500_000.gif,08:54:02
7101,20160811_065511_000.gif,08:54:13
7101,20160811_065521_000.gif,08:54:23
7101,20160811_065532_000.gif,08:54:34
7101,20160811_065542_000.gif,08:54:44
7101,20160811_065552_000.gif,08:54:54
7101,20160811_065603_000.gif,08:55:05
7101,20160811_065613_000.gif,08:55:15
7101,20160811_065624_000.gif,08:55:26
7101,20160811_065636_000.gif,08:55:38
7101,20160811_065646_000.gif,08:55:48
7101,20160811_065656_000.gif,08:55:58
7101,20160811_065708_000.gif,08:56:10
7101,20160811_065718_000.gif,08:56:20
7101,20160811_065728_000.gif,08:56:30
7101,20160811_065740_000.gif,08:56:42
7101,20160811_065750_000.gif,08:56:52
7101,20160811_065800_000.gif,08:57:02
7101,20160811_065812_000.gif,08:57:14
7101,20160811_065823_000.gif,08:57:25
7101,20160811_065833_000.gif,08:57:35
7101,20160811_065844_000.gif,08:57:46
7101,20160811_065854_000.gif,08:57:56
7101,20160811_065904_000.gif,08:58:06
7101,20160811_065915_000.gif,08:58:17
7101,20160811_065926_000.gif,08:58:28
7101,20160811_065936_000.gif,08:58:38
7101,20160811_065947_000.gif,08:58:49
7101,20160811_065957_000.gif,08:58:59
7101,20160811_070007_000.gif,08:59:09
7101,20160811_070019_000.gif,08:59:21
7101,20160811_070029_000.gif,08:59:31
7101,20160811_070039_000.gif,08:59:41
7101,20160811_070050_000.gif,08:59:52
7101,20160811_070100_000.gif,09:00:02
7101,20160811_070110_000.gif,09:00:12
7101,20160811_070121_000.gif,09:00:23
7101,20160811_070131_000.gif,09:00:33
7101,20160811_070139_000.gif,09:00:41
7101,20160811_070149_000.gif,09:00:51
7101,20160811_070159_000.gif,09:01:01
7101,20160811_070210_000.gif,09:01:12
7101,20160811_070220_000.gif,09:01:22
7101,20160811_070230_000.gif,09:01:32
7101,20160811_070242_000.gif,09:01:44
7101,20160811_070252_000.gif,09:01:54
7101,20160811_070302_000.gif,09:02:04
7101,20160811_070313_000.gif,09:02:15
7101,20160811_070323_000.gif,09:02:25
7101,20160811_070333_000.gif,09:02:35
7101,20160811_070344_000.gif,09:02:46
7101,20160811_070354_000.gif,09:02:56
7101,20160811_070404_000.gif,09:03:06
7101,20160811_070416_000.gif,09:03:18
7101,20160811_070426_000.gif,09:03:28
7101,20160811_070436_000.gif,09:03:38
7101,20160811_070447_000.gif,09:03:49
7101,20160811_070457_000.gif,09:03:59
7101,20160811_070507_000.gif,09:04:09
7101,20160811_070518_000.gif,09:04:20
7101,20160811_070528_000.gif,09:04:30
7101,20160811_070538_000.gif,09:04:40
7101,20160811_070549_000.gif,09:04:51
7101,20160811_070600_000.gif,09:05:02
7101,20160811_070610_000.gif,09:05:12
7101,20160811_070622_000.gif,09:05:24
7101,20160811_070632_000.gif,09:05:34
7101,20160811_070642_000.gif,09:05:44
7101,20160811_070653_000.gif,09:05:55
7101,20160811_070703_000.gif,09:06:05
7101,20160811_070713_000.gif,09:06:15
7101,20160811_070815_000.gif,09:07:17
7101,20160811_070835_000.gif,09:07:37
7101,20160811_070846_000.gif,09:07:48
7101,20160811_070856_000.gif,09:07:58
7101,20160811_070906_000.gif,09:08:08
7101,20160811_070918_000.gif,09:08:20
7101,20160811_070928_000.gif,09:08:30
7101,20160811_070938_000.gif,09:08:40
7101,20160811_070950_000.gif,09:08:52
7101,20160811_071000_000.gif,09:09:02
7101,20160811_071010_000.gif,09:09:12
7101,20160811_071022_000.gif,09:09:24
7101,20160811_071032_000.gif,09:09:34
7101,20160811_071042_000.gif,09:09:44
7101,20160811_071054_000.gif,09:09:56
7101,20160811_071104_000.gif,09:10:06
7101,20160811_071114_000.gif,09:10:16
7101,20160811_071126_000.gif,09:10:28
7101,20160811_071137_000.gif,09:10:39
7101,20160811_071147_000.gif,09:10:49
7101,20160811_071158_000.gif,09:11:00
7101,20160811_071208_000.gif,09:11:10
7101,20160811_071218_000.gif,09:11:20
7101,20160811_071229_000.gif,09:11:31
7101,20160811_071239_000.gif,09:11:41
7101,20160811_071249_000.gif,09:11:51
7101,20160811_071300_000.gif,09:12:02
7101,20160811_071310_000.gif,09:12:12
7101,20160811_071320_000.gif,09:12:22
7101,20160811_071331_000.gif,09:12:33
7101,20160811_071341_000.gif,09:12:43
7101,20160811_071351_000.gif,09:12:53
7101,20160811_071402_000.gif,09:13:04
7101,20160811_071424_000.gif,09:13:26
7101,20160811_071434_000.gif,09:13:36
7101,20160811_071445_000.gif,09:13:47
7101,20160811_071456_000.gif,09:13:58
7101,20160811_071515_000.gif,09:14:17
7101,20160811_071526_000.gif,09:14:28
7101,20160811_071536_000.gif,09:14:38
7101,20160811_071546_000.gif,09:14:48
7101,20160811_071558_000.gif,09:15:00
7101,20160811_071628_000.gif,09:15:30
7101,20160811_071638_000.gif,09:15:40
7101,20160811_071920_000.gif,09:18:22
7101,20160811_072402_000.gif,09:23:04
7101,20160811_072432_000.gif,09:23:34
7101,20160811_072442_000.gif,09:23:44
7101,20160811_072452_000.gif,09:23:54
7101,20160811_072503_000.gif,09:24:05
7101,20160811_072513_000.gif,09:24:15
7101,20160811_072523_000.gif,09:24:25
7101,20160811_072536_000.gif,09:24:38
7101,20160811_073825_000.gif,09:37:27
7101,20160811_073851_000.gif,09:37:53
7101,20160811_074102_000.gif,09:40:04
7101,20160811_074112_000.gif,09:40:14
7101,20160811_074123_000.gif,09:40:25
7101,20160811_074133_000.gif,09:40:35
7101,20160811_074143_000.gif,09:40:45
7101,20160811_074154_000.gif,09:40:56
7101,20160811_074204_000.gif,09:41:06
7101,20160811_074214_000.gif,09:41:16
7101,20160811_074227_000.gif,09:41:29
7101,20160811_074237_000.gif,09:41:39
7101,20160811_074247_000.gif,09:41:49
7101,20160811_074259_000.gif,09:42:01
7101,20160811_074309_000.gif,09:42:11
7101,20160811_074319_000.gif,09:42:21
7101,20160811_074331_000.gif,09:42:33
7101,20160811_074341_000.gif,09:42:43
7101,20160811_074351_000.gif,09:42:53
7101,20160811_074403_000.gif,09:43:05
7101,20160811_074413_000.gif,09:43:15
7101,20160811_074423_000.gif,09:43:25
7101,20160811_074435_000.gif,09:43:37
7101,20160811_074445_000.gif,09:43:47
7101,20160811_074455_000.gif,09:43:57
7101,20160811_074500_000.gif,09:44:02
7101,20160811_074510_000.gif,09:44:12
7101,20160811_074521_000.gif,09:44:23
7101,20160811_074533_000.gif,09:44:35
7101,20160811_074543_000.gif,09:44:45
7101,20160811_074553_000.gif,09:44:55
7101,20160811_074604_000.gif,09:45:06
7101,20160811_074614_000.gif,09:45:16
7101,20160811_074624_000.gif,09:45:26
7101,20160811_074645_000.gif,09:45:47
7101,20160811_074655_000.gif,09:45:57
7101,20160811_074707_000.gif,09:46:09
7101,20160811_074717_000.gif,09:46:19
7101,20160811_074727_000.gif,09:46:29
7101,20160811_074738_000.gif,09:46:40
7101,20160811_074748_000.gif,09:46:50
7101,20160811_074758_000.gif,09:47:00
7101,20160811_074811_000.gif,09:47:13
7101,20160811_074821_000.gif,09:47:23
7101,20160811_074831_000.gif,09:47:33
7101,20160811_074858_000.gif,09:48:00
7101,20160811_074909_000.gif,09:48:11
7101,20160811_074919_000.gif,09:48:21
7101,20160811_074931_000.gif,09:48:33
7101,20160811_074941_000.gif,09:48:43
7101,20160811_074951_000.gif,09:48:53
7101,20160811_075003_000.gif,09:49:05
7101,20160811_075013_000.gif,09:49:15
7101,20160811_075023_000.gif,09:49:25
7101,20160811_075036_000.gif,09:49:38
7101,20160811_075046_000.gif,09:49:48
7101,20160811_075056_000.gif,09:49:58
7101,20160811_075108_000.gif,09:50:10
7101,20160811_075118_000.gif,09:50:20
7101,20160811_075128_000.gif,09:50:30
7101,20160811_075140_000.gif,09:50:42
7101,20160811_075150_000.gif,09:50:52
7101,20160811_075200_000.gif,09:51:02
7101,20160811_075212_000.gif,09:51:14
7101,20160811_075222_000.gif,09:51:24
7101,20160811_075232_000.gif,09:51:34
7101,20160811_075243_000.gif,09:51:45
7101,20160811_075253_000.gif,09:51:55
7101,20160811_075303_000.gif,09:52:05
7101,20160811_075316_000.gif,09:52:18
7101,20160811_075326_000.gif,09:52:28
7101,20160811_075336_000.gif,09:52:38
7101,20160811_075347_000.gif,09:52:49
7101,20160811_075357_000.gif,09:52:59
7101,20160811_075407_000.gif,09:53:09
7101,20160811_075418_000.gif,09:53:20
7101,20160811_075428_000.gif,09:53:30
7101,20160811_075438_000.gif,09:53:40
7101,20160811_075449_000.gif,09:53:51
7101,20160811_075459_000.gif,09:54:01
7101,20160811_075509_000.gif,09:54:11
7101,20160811_075520_000.gif,09:54:22
7101,20160811_075531_000.gif,09:54:33
7101,20160811_075541_000.gif,09:54:43
7101,20160811_075554_000.gif,09:54:56
7101,20160811_075604_000.gif,09:55:06
7101,20160811_075614_000.gif,09:55:16
7101,20160811_075625_000.gif,09:55:27
7101,20160811_075635_000.gif,09:55:37
7101,20160811_075645_000.gif,09:55:47
7101,20160811_075658_000.gif,09:56:00
7101,20160811_075708_000.gif,09:56:10
7101,20160811_075718_000.gif,09:56:20
7101,20160811_075730_000.gif,09:56:32
7101,20160811_075740_000.gif,09:56:42
7101,20160811_075747_000.gif,09:56:49
7101,20160811_075757_000.gif,09:56:59
7101,20160811_075808_000.gif,09:57:10
7101,20160811_075819_000.gif,09:57:21
7101,20160811_075830_000.gif,09:57:32
7101,20160811_075840_000.gif,09:57:42
7101,20160811_075852_000.gif,09:57:54
7101,20160811_075902_000.gif,09:58:04
7101,20160811_075912_000.gif,09:58:14
7101,20160811_075924_000.gif,09:58:26
7101,20160811_075934_000.gif,09:58:36
7101,20160811_075944_000.gif,09:58:46
7101,20160811_075956_000.gif,09:58:58
7101,20160811_080006_000.gif,09:59:08
7101,20160811_080016_000.gif,09:59:18
7101,20160811_080038_000.gif,09:59:40
7101,20160811_080048_000.gif,09:59:50
7101,20160811_080059_000.gif,10:00:01
7101,20160811_080109_000.gif,10:00:11
7101,20160811_080119_000.gif,10:00:21
7101,20160811_080130_000.gif,10:00:32
7101,20160811_080140_000.gif,10:00:42
7101,20160811_080150_000.gif,10:00:52
7101,20160811_080201_000.gif,10:01:03
7101,20160811_080211_000.gif,10:01:13
7101,20160811_080221_000.gif,10:01:23
7101,20160811_080232_000.gif,10:01:34
7101,20160811_080242_000.gif,10:01:44
7101,20160811_080252_000.gif,10:01:54
7101,20160811_080304_000.gif,10:02:06
7101,20160811_080314_000.gif,10:02:16
7101,20160811_080324_000.gif,10:02:26
7101,20160811_080335_000.gif,10:02:37
7101,20160811_080345_000.gif,10:02:47
7101,20160811_080355_000.gif,10:02:57
7101,20160811_080406_000.gif,10:03:08
7101,20160811_080416_000.gif,10:03:18
7101,20160811_080426_000.gif,10:03:28
7101,20160811_080437_000.gif,10:03:39
7101,20160811_080447_000.gif,10:03:49
7101,20160811_080457_000.gif,10:03:59
7101,20160811_080518_000.gif,10:04:20
7101,20160811_080528_000.gif,10:04:30
7101,20160811_080539_000.gif,10:04:41
7101,20160811_080549_000.gif,10:04:51
7101,20160811_080559_000.gif,10:05:01
7101,20160811_080611_000.gif,10:05:13
7101,20160811_080621_000.gif,10:05:23
7101,20160811_080631_000.gif,10:05:33
7101,20160811_080642_000.gif,10:05:44
7101,20160811_080652_000.gif,10:05:54
7101,20160811_080702_000.gif,10:06:04
7101,20160811_080713_000.gif,10:06:15
7101,20160811_080723_000.gif,10:06:25
7101,20160811_080733_000.gif,10:06:35
7101,20160811_080744_000.gif,10:06:46
7101,20160811_080754_000.gif,10:06:56
7101,20160811_080804_000.gif,10:07:06
7101,20160811_080815_000.gif,10:07:17
7101,20160811_080825_000.gif,10:07:27
7101,20160811_080835_000.gif,10:07:37
7101,20160811_080847_000.gif,10:07:49
7101,20160811_080857_000.gif,10:07:59
7101,20160811_080907_000.gif,10:08:09
7101,20160811_080918_000.gif,10:08:20
7101,20160811_080928_000.gif,10:08:30
7101,20160811_080938_000.gif,10:08:40
7101,20160811_090601_000.gif,11:05:03
7101,20160811_090612_000.gif,11:05:14
7101,20160811_090624_000.gif,11:05:26
7101,20160811_090634_000.gif,11:05:36
7101,20160811_090644_000.gif,11:05:46
7101,20160811_090656_000.gif,11:05:58
7101,20160811_090706_000.gif,11:06:08
7101,20160811_090716_000.gif,11:06:18
7101,20160811_090729_000.gif,11:06:31
7101,20160811_090739_000.gif,11:06:41
7101,20160811_090749_000.gif,11:06:51
7101,20160811_090800_000.gif,11:07:02
7101,20160811_090810_000.gif,11:07:12
7101,20160811_090820_000.gif,11:07:22
7101,20160811_090832_000.gif,11:07:34
7101,20160811_090842_000.gif,11:07:44
7101,20160811_090852_000.gif,11:07:54
7101,20160811_090905_000.gif,11:08:07
7101,20160811_090915_000.gif,11:08:17
7101,20160811_090925_000.gif,11:08:27
7101,20160811_090936_000.gif,11:08:38
7101,20160811_090947_000.gif,11:08:49
7101,20160811_090957_000.gif,11:08:59
7101,20160811_091009_000.gif,11:09:11
7101,20160811_091019_000.gif,11:09:21
7101,20160811_091029_000.gif,11:09:31
7101,20160811_091042_000.gif,11:09:44
7101,20160811_091052_000.gif,11:09:54
7101,20160811_091102_000.gif,11:10:04
7101,20160811_091114_000.gif,11:10:16
7101,20160811_091124_000.gif,11:10:26
7101,20160811_091134_000.gif,11:10:36
7101,20160811_091145_000.gif,11:10:47
7101,20160811_091155_000.gif,11:10:57
7101,20160811_091205_000.gif,11:11:07
7101,20160811_091217_000.gif,11:11:19
7101,20160811_091227_000.gif,11:11:29
7101,20160811_091237_000.gif,11:11:39
7101,20160811_091249_000.gif,11:11:51
7101,20160811_091259_000.gif,11:12:01
7101,20160811_091309_000.gif,11:12:11
7101,20160811_091322_000.gif,11:12:24
7101,20160811_091332_000.gif,11:12:34
7101,20160811_091342_000.gif,11:12:44
7101,20160811_091353_000.gif,11:12:55
7101,20160811_091356_000.gif,11:12:58
7101,20160811_091406_000.gif,11:13:08
7101,20160811_091417_000.gif,11:13:19
7101,20160811_091429_000.gif,11:13:31
7101,20160811_091439_000.gif,11:13:41
7101,20160811_091449_000.gif,11:13:51
7101,20160811_091500_000.gif,11:14:02
7101,20160811_091510_000.gif,11:14:12
7101,20160811_091520_000.gif,11:14:22
7101,20160811_091532_000.gif,11:14:34
7101,20160811_091542_000.gif,11:14:44
7101,20160811_091552_000.gif,11:14:54
7101,20160811_091604_000.gif,11:15:06
7101,20160811_091614_000.gif,11:15:16
7101,20160811_091624_000.gif,11:15:26
7101,20160811_091637_000.gif,11:15:39
7101,20160811_091647_000.gif,11:15:49
7101,20160811_091657_000.gif,11:15:59
7101,20160811_091708_000.gif,11:16:10
7101,20160811_091719_000.gif,11:16:21
7101,20160811_091729_000.gif,11:16:31
7101,20160811_091741_000.gif,11:16:43
7101,20160811_091751_000.gif,11:16:53
7101,20160811_091801_000.gif,11:17:03
7101,20160811_091814_000.gif,11:17:16
7101,20160811_091824_000.gif,11:17:26
7101,20160811_091834_000.gif,11:17:36
7101,20160811_091845_000.gif,11:17:47
7101,20160811_091855_000.gif,11:17:57
7101,20160811_091905_000.gif,11:18:07
7101,20160811_091917_000.gif,11:18:19
7101,20160811_091927_000.gif,11:18:29
7101,20160811_091938_000.gif,11:18:40
7101,20160811_091949_000.gif,11:18:51
7101,20160811_091959_000.gif,11:19:01
7101,20160811_092009_000.gif,11:19:11
7101,20160811_092020_000.gif,11:19:22
7101,20160811_092030_000.gif,11:19:32
7101,20160811_092040_000.gif,11:19:42
7101,20160811_092052_000.gif,11:19:54
7101,20160811_092102_000.gif,11:20:04
7101,20160811_092112_000.gif,11:20:14
7101,20160811_092124_000.gif,11:20:26
7101,20160811_092134_000.gif,11:20:36
7101,20160811_092144_000.gif,11:20:46
7101,20160811_092155_000.gif,11:20:57
7101,20160811_092205_000.gif,11:21:07
7101,20160811_092215_000.gif,11:21:17
7101,20160811_092226_000.gif,11:21:28
7101,20160811_092236_000.gif,11:21:38
7101,20160811_092246_000.gif,11:21:48
7101,20160811_092258_000.gif,11:22:00
7101,20160811_092308_000.gif,11:22:10
7101,20160811_092318_000.gif,11:22:20
7101,20160811_092330_000.gif,11:22:32
7101,20160811_092340_000.gif,11:22:42
7101,20160811_092350_000.gif,11:22:52
7101,20160811_092401_000.gif,11:23:03
7101,20160811_092412_000.gif,11:23:14
7101,20160811_092422_000.gif,11:23:24
7101,20160811_092433_000.gif,11:23:35
7101,20160811_092443_000.gif,11:23:45
7101,20160811_092453_000.gif,11:23:55
7101,20160811_092506_000.gif,11:24:08
7101,20160811_092516_000.gif,11:24:18
7101,20160811_092526_000.gif,11:24:28
7101,20160811_092538_000.gif,11:24:40
7101,20160811_092548_000.gif,11:24:50
7101,20160811_092558_000.gif,11:25:00
7101,20160811_092611_000.gif,11:25:13
7101,20160811_092621_000.gif,11:25:23
7101,20160811_092629_000.gif,11:25:31
7101,20160811_092639_000.gif,11:25:41
7101,20160811_092650_000.gif,11:25:52
7101,20160811_092701_000.gif,11:26:03
7101,20160811_092711_000.gif,11:26:13
7101,20160811_092721_000.gif,11:26:23
7101,20160811_092734_000.gif,11:26:36
7101,20160811_092744_000.gif,11:26:46
7101,20160811_092754_000.gif,11:26:56
7101,20160811_092805_000.gif,11:27:07
7101,20160811_092815_000.gif,11:27:17
7101,20160811_092825_000.gif,11:27:27
7101,20160811_092837_000.gif,11:27:39
7101,20160811_092847_000.gif,11:27:49
7101,20160811_092857_000.gif,11:27:59
7101,20160811_092910_000.gif,11:28:12
7101,20160811_092920_000.gif,11:28:22
7101,20160811_092930_000.gif,11:28:32
7101,20160811_092941_000.gif,11:28:43
7101,20160811_092951_000.gif,11:28:53
7101,20160811_093001_000.gif,11:29:03
7101,20160811_093014_000.gif,11:29:16
7101,20160811_093024_000.gif,11:29:26
7101,20160811_093035_000.gif,11:29:37
7101,20160811_093047_000.gif,11:29:49
7101,20160811_093057_000.gif,11:29:59
7101,20160811_093107_000.gif,11:30:09
7101,20160811_093118_000.gif,11:30:20
7101,20160811_093128_000.gif,11:30:30
7101,20160811_093139_000.gif,11:30:41
7101,20160811_093150_000.gif,11:30:52
7101,20160811_093200_000.gif,11:31:02
7101,20160811_093210_000.gif,11:31:12
7101,20160811_093222_000.gif,11:31:24
7101,20160811_093232_000.gif,11:31:34
7101,20160811_093242_000.gif,11:31:44
7101,20160811_093255_000.gif,11:31:57
7101,20160811_093305_000.gif,11:32:07
7101,20160811_093315_000.gif,11:32:17
7101,20160811_093326_000.gif,11:32:28
7101,20160811_093336_000.gif,11:32:38
7101,20160811_093347_000.gif,11:32:49
7101,20160811_093400_000.gif,11:33:02
7101,20160811_093410_000.gif,11:33:12
7101,20160811_093420_000.gif,11:33:22
7101,20160811_093431_000.gif,11:33:33
7101,20160811_093441_000.gif,11:33:43
7101,20160811_093451_000.gif,11:33:53
7101,20160811_093503_000.gif,11:34:05
7101,20160811_093513_000.gif,11:34:15
7101,20160811_093523_000.gif,11:34:25
7101,20160811_093535_000.gif,11:34:37
7101,20160811_093545_000.gif,11:34:47
7101,20160811_093555_000.gif,11:34:57
7101,20160811_093607_000.gif,11:35:09
7101,20160811_093617_000.gif,11:35:19
7101,20160811_093627_000.gif,11:35:29
7101,20160811_093639_000.gif,11:35:41
7101,20160811_093649_000.gif,11:35:51
7101,20160811_093659_000.gif,11:36:01
7101,20160811_093712_000.gif,11:36:14
7101,20160811_093723_000.gif,11:36:25
7101,20160811_093733_000.gif,11:36:35
7101,20160811_093744_000.gif,11:36:46
7101,20160811_093754_000.gif,11:36:56
7101,20160811_093804_000.gif,11:37:06
7101,20160811_093816_000.gif,11:37:18
7101,20160811_093826_000.gif,11:37:28
7101,20160811_093836_000.gif,11:37:38
7101,20160811_093941_000.gif,11:38:43
7101,20160811_093952_000.gif,11:38:54
7101,20160811_094002_000.gif,11:39:04
7101,20160811_094013_000.gif,11:39:15
7101,20160811_094023_000.gif,11:39:25
7101,20160811_094033_000.gif,11:39:35
7101,20160811_094047_000.gif,11:39:49
7101,20160811_094057_000.gif,11:39:59
7101,20160811_094107_000.gif,11:40:09
7101,20160811_094121_000.gif,11:40:23
7101,20160811_094131_000.gif,11:40:33
7101,20160811_094141_000.gif,11:40:43
7101,20160811_094153_000.gif,11:40:55
7101,20160811_094203_000.gif,11:41:05
