Image,Comments,Hands,Unsure,Flagged,Skipped,sub_num
20160811_093001_000.gif,NA,0,0,0,0,7101
20160811_093014_000.gif,NA,1,0,0,0,7101
20160811_093024_000.gif,NA,1,0,0,0,7101
20160811_093035_000.gif,NA,1,0,0,0,7101
20160811_093047_000.gif,NA,2,0,0,0,7101
20160811_093057_000.gif,NA,1,0,0,0,7101
20160811_093107_000.gif,NA,0,0,0,0,7101
20160811_093118_000.gif,NA,1,0,0,0,7101
20160811_093128_000.gif,NA,0,0,0,0,7101
20160811_093139_000.gif,NA,0,0,0,0,7101
20160811_093150_000.gif,NA,0,0,0,0,7101
20160811_093200_000.gif,NA,0,0,0,0,7101
20160811_093210_000.gif,NA,1,0,0,0,7101
20160811_093222_000.gif,NA,0,0,0,0,7101
20160811_093232_000.gif,NA,1,0,0,0,7101
20160811_093242_000.gif,NA,0,0,0,0,7101
20160811_093255_000.gif,NA,1,0,0,0,7101
20160811_093305_000.gif,NA,2,0,0,0,7101
20160811_093315_000.gif,NA,1,0,0,0,7101
20160811_093326_000.gif,NA,0,0,0,0,7101
20160811_093336_000.gif,NA,1,0,0,0,7101
20160811_093347_000.gif,NA,1,0,0,0,7101
20160811_093400_000.gif,NA,1,0,0,0,7101
20160811_093410_000.gif,NA,0,0,0,0,7101
20160811_093420_000.gif,NA,1,0,0,0,7101
20160811_093431_000.gif,NA,1,0,0,0,7101
20160811_093441_000.gif,NA,0,0,0,0,7101
20160811_093451_000.gif,NA,0,0,0,0,7101
20160811_093503_000.gif,NA,1,0,0,0,7101
20160811_093513_000.gif,NA,1,0,0,0,7101
20160811_093523_000.gif,NA,1,0,0,0,7101
20160811_093535_000.gif,NA,1,0,0,0,7101
20160811_093545_000.gif,NA,0,0,0,0,7101
20160811_093555_000.gif,NA,1,0,0,0,7101
20160811_093607_000.gif,NA,0,0,0,0,7101
20160811_093617_000.gif,NA,0,0,0,0,7101
20160811_093627_000.gif,NA,0,0,0,0,7101
20160811_093639_000.gif,NA,1,0,0,0,7101
20160811_093649_000.gif,NA,0,0,0,0,7101
20160811_093659_000.gif,NA,0,0,0,0,7101
20160811_093712_000.gif,NA,0,0,0,0,7101
20160811_093723_000.gif,NA,0,0,0,0,7101
20160811_093733_000.gif,NA,1,0,0,0,7101
20160811_093744_000.gif,NA,0,0,0,0,7101
20160811_093754_000.gif,NA,0,0,0,0,7101
20160811_093804_000.gif,NA,1,0,0,0,7101
20160811_093816_000.gif,NA,1,0,0,0,7101
20160811_093826_000.gif,NA,0,0,0,0,7101
20160811_093836_000.gif,NA,1,0,0,0,7101
20160811_093941_000.gif,NA,1,0,0,0,7101
20160811_093952_000.gif,NA,0,0,0,0,7101
20160811_094002_000.gif,NA,0,0,0,0,7101
20160811_094013_000.gif,NA,0,0,0,0,7101
20160811_094023_000.gif,NA,0,0,0,0,7101
20160811_094033_000.gif,NA,0,0,0,0,7101
20160811_094047_000.gif,NA,0,0,0,0,7101
20160811_094057_000.gif,NA,0,0,0,0,7101
20160811_094107_000.gif,NA,1,0,0,0,7101
20160811_094121_000.gif,NA,2,0,0,0,7101
20160811_094131_000.gif,NA,1,0,0,0,7101
20160811_094141_000.gif,NA,1,0,0,0,7101
20160811_094153_000.gif,NA,0,0,0,0,7101
20160811_094203_000.gif,NA,1,0,0,0,7101
20160811_094213_000.gif,NA,0,0,0,0,7101
20160811_094226_000.gif,NA,2,0,0,0,7101
20160811_094236_000.gif,NA,2,0,0,0,7101
20160811_094246_000.gif,NA,1,0,0,0,7101
20160811_094307_000.gif,NA,0,0,0,0,7101
20160811_094317_000.gif,NA,1,0,0,0,7101
20160811_094329_000.gif,NA,1,0,0,0,7101
20160811_094339_000.gif,NA,1,0,0,0,7101
20160811_094349_000.gif,NA,1,0,0,0,7101
20160811_094402_000.gif,NA,1,0,0,0,7101
20160811_094412_000.gif,NA,1,0,0,0,7101
20160811_094422_000.gif,NA,0,0,0,0,7101
20160811_094435_000.gif,NA,1,0,0,0,7101
20160811_094445_000.gif,NA,1,0,0,0,7101
20160811_094455_000.gif,NA,0,0,0,0,7101
20160811_094506_000.gif,NA,1,0,0,0,7101
20160811_094516_000.gif,NA,0,0,0,0,7101
20160811_094526_000.gif,NA,0,0,0,0,7101
20160811_094538_000.gif,NA,0,0,0,0,7101
20160811_094548_000.gif,NA,1,0,0,0,7101
20160811_094558_000.gif,NA,1,0,0,0,7101
20160811_094612_000.gif,NA,2,0,0,0,7101
20160811_094622_000.gif,NA,0,0,0,0,7101
20160811_094632_000.gif,NA,1,0,0,0,7101
20160811_094644_000.gif,NA,1,0,0,0,7101
20160811_094654_000.gif,NA,1,0,0,0,7101
20160811_094704_000.gif,NA,1,0,0,0,7101
20160811_094715_000.gif,NA,0,0,0,0,7101
20160811_094725_000.gif,NA,0,0,0,0,7101
20160811_094735_000.gif,NA,0,0,0,0,7101
20160811_094747_000.gif,NA,0,0,0,0,7101
20160811_094757_000.gif,NA,1,0,0,0,7101
20160811_094807_000.gif,NA,1,0,0,0,7101
20160811_094820_000.gif,NA,1,0,0,0,7101
20160811_094830_000.gif,NA,1,0,0,0,7101
20160811_094840_000.gif,NA,0,0,0,0,7101
20160811_094852_000.gif,NA,0,0,0,0,7101
20160811_094902_000.gif,NA,1,0,0,0,7101
20160811_094912_000.gif,NA,0,0,0,0,7101
20160811_094924_000.gif,NA,0,0,0,0,7101
20160811_094934_000.gif,NA,0,0,0,0,7101
20160811_094944_000.gif,NA,1,0,0,0,7101
20160811_094957_000.gif,NA,0,0,0,0,7101
20160811_095007_000.gif,NA,1,0,0,0,7101
20160811_095017_000.gif,NA,1,0,0,0,7101
20160811_095029_000.gif,NA,1,0,0,0,7101
20160811_095039_000.gif,NA,0,0,0,0,7101
20160811_095049_000.gif,NA,0,0,0,0,7101
20160811_095101_000.gif,NA,1,0,0,0,7101
20160811_095111_000.gif,NA,1,0,0,0,7101
20160811_095121_000.gif,NA,1,0,0,0,7101
20160811_095134_000.gif,NA,1,0,0,0,7101
20160811_095144_000.gif,NA,2,0,0,0,7101
20160811_095154_000.gif,NA,1,0,0,0,7101
20160811_095206_000.gif,NA,1,0,0,0,7101
20160811_095216_000.gif,NA,1,0,0,0,7101
20160811_095222_000.gif,NA,1,0,0,0,7101
20160811_095232_000.gif,NA,1,0,0,0,7101
20160811_095242_000.gif,NA,1,0,0,0,7101
20160811_095254_000.gif,NA,1,0,0,0,7101
20160811_095304_000.gif,NA,1,0,0,0,7101
20160811_095314_000.gif,NA,1,0,0,0,7101
20160811_095327_000.gif,NA,0,0,0,0,7101
20160811_095337_000.gif,NA,1,0,0,0,7101
20160811_095347_000.gif,NA,0,0,0,0,7101
20160811_095358_000.gif,NA,0,0,0,0,7101
20160811_095408_000.gif,NA,0,0,0,0,7101
20160811_095418_000.gif,NA,0,0,0,0,7101
20160811_095429_000.gif,NA,0,0,0,0,7101
20160811_095439_000.gif,NA,0,0,0,0,7101
20160811_095449_000.gif,NA,0,0,0,0,7101
20160811_095502_000.gif,NA,0,0,0,0,7101
20160811_095512_000.gif,NA,2,0,0,0,7101
20160811_095522_000.gif,NA,2,0,0,0,7101
20160811_095534_000.gif,NA,2,0,0,0,7101
20160811_095544_000.gif,NA,1,0,0,0,7101
20160811_095554_000.gif,NA,1,0,0,0,7101
20160811_095607_000.gif,NA,1,0,0,0,7101
20160811_095617_000.gif,NA,0,0,0,0,7101
20160811_095627_000.gif,NA,0,0,0,0,7101
20160811_095638_000.gif,NA,0,0,0,0,7101
20160811_095719_000.gif,NA,0,0,0,0,7101
20160811_121326_000.gif,NA,0,0,0,0,7101
20160811_121337_000.gif,NA,0,0,0,0,7101
20160811_121347_000.gif,NA,1,0,0,0,7101
20160811_121357_000.gif,NA,2,0,0,0,7101
20160811_121410_000.gif,NA,1,0,0,0,7101
20160811_121420_000.gif,NA,0,0,0,0,7101
20160811_121430_000.gif,NA,2,0,0,0,7101
20160811_121442_000.gif,NA,2,0,0,0,7101
20160811_121452_000.gif,NA,2,0,0,0,7101
20160811_121502_000.gif,NA,2,0,0,0,7101
20160811_121515_000.gif,NA,2,0,0,0,7101
20160811_121525_000.gif,NA,0,0,0,0,7101
20160811_121535_000.gif,NA,1,0,0,0,7101
20160811_121547_000.gif,NA,0,0,0,0,7101
20160811_121557_000.gif,NA,0,0,0,0,7101
20160811_121607_000.gif,NA,0,0,0,1,7101
20160811_121619_000.gif,NA,2,0,0,0,7101
20160811_121629_000.gif,NA,0,0,0,0,7101
20160811_121639_000.gif,NA,0,0,0,0,7101
20160811_121651_000.gif,NA,1,0,0,0,7101
20160811_121701_000.gif,NA,0,0,0,0,7101
20160811_121711_000.gif,NA,2,0,0,0,7101
20160811_121724_000.gif,NA,1,0,0,0,7101
20160811_121734_000.gif,NA,2,0,0,0,7101
20160811_121744_000.gif,NA,2,0,0,0,7101
20160811_121755_000.gif,NA,2,0,0,0,7101
20160811_121805_000.gif,NA,1,0,0,0,7101
20160811_121816_000.gif,NA,1,0,0,0,7101
20160811_121828_000.gif,NA,0,0,0,0,7101
20160811_121833_000.gif,NA,1,0,0,0,7101
20160811_121843_000.gif,NA,1,0,0,0,7101
20160811_121853_000.gif,NA,2,0,0,0,7101
20160811_121906_000.gif,NA,2,0,0,0,7101
20160811_121916_000.gif,NA,2,0,0,0,7101
20160811_121926_000.gif,NA,2,0,0,0,7101
20160811_121937_000.gif,NA,2,0,0,0,7101
20160811_122711_000.gif,NA,2,0,0,0,7101
20160811_122721_000.gif,NA,2,0,0,0,7101
20160811_122846_000.gif,NA,1,0,0,0,7101
20160811_122856_000.gif,NA,1,0,0,0,7101
20160811_122909_000.gif,NA,1,0,0,0,7101
20160811_122941_000.gif,NA,1,0,0,0,7101
20160811_123120_000.gif,NA,1,0,0,0,7101
20160811_123127_000.gif,NA,1,0,0,0,7101
20160811_123138_000.gif,NA,1,0,0,0,7101
20160811_123148_000.gif,NA,0,0,0,0,7101
20160811_123231_000.gif,NA,2,0,0,0,7101
20160811_123241_000.gif,NA,2,0,0,0,7101
20160811_123304_000.gif,NA,1,0,0,0,7101
20160811_123314_000.gif,NA,0,0,0,0,7101
20160811_123324_000.gif,NA,1,0,0,0,7101
20160811_123337_000.gif,NA,2,0,0,0,7101
20160811_123347_000.gif,NA,0,0,0,0,7101
20160811_123420_000.gif,NA,1,0,0,0,7101
20160811_123430_000.gif,NA,1,0,0,0,7101
20160811_123732_000.gif,NA,1,0,0,0,7101
20160811_123837_000.gif,NA,1,0,0,0,7101
20160811_123942_000.gif,NA,1,0,0,0,7101
20160811_123952_000.gif,NA,0,0,0,0,7101
20160811_124004_000.gif,NA,1,0,0,0,7101
20160811_124014_000.gif,NA,2,0,0,0,7101
20160811_124024_000.gif,NA,0,0,0,0,7101
20160811_124036_000.gif,NA,1,0,0,0,7101
20160811_124046_000.gif,NA,1,0,0,0,7101
20160811_124056_000.gif,NA,2,0,0,0,7101
20160811_124108_000.gif,NA,1,0,0,0,7101
20160811_124118_000.gif,NA,0,0,0,0,7101
20160811_124128_000.gif,NA,0,0,0,0,7101
20160811_124141_000.gif,NA,0,0,0,0,7101
20160811_124151_000.gif,NA,1,0,0,0,7101
20160811_124213_000.gif,NA,0,0,0,0,7101
20160811_124224_000.gif,NA,0,0,0,0,7101
20160811_124234_000.gif,NA,0,0,0,0,7101
20160811_124255_000.gif,NA,2,0,0,0,7101
20160811_124305_000.gif,NA,1,0,0,0,7101
20160811_124317_000.gif,NA,1,0,0,0,7101
20160811_124327_000.gif,NA,1,0,0,0,7101
20160811_124358_000.gif,NA,1,0,0,0,7101
20160811_124408_000.gif,NA,1,0,0,0,7101
20160811_124416_000.gif,NA,0,0,0,0,7101
20160811_124426_000.gif,NA,1,0,0,0,7101
20160811_124437_000.gif,NA,1,0,0,0,7101
20160811_124448_000.gif,NA,0,0,0,0,7101
20160811_124458_000.gif,NA,1,0,0,0,7101
20160811_124508_000.gif,NA,0,0,0,0,7101
