site,sub_num,age,sex,image,exclusion,category,object,object.basic,image_no,hr,min,sec,msec,timestamp,labels_30,labels_60,labels_180,labels_300,labels_600
American,980,6,M,000535.00.gif,NA,Toy,block,block,000535.00,0,5,35,0,335000,0,0,0,0,4
American,980,6,M,000540.01.gif,NA,Toy,block,block,000540.01,0,5,40,1,340001,0,0,0,0,4
American,980,6,M,000545.01.gif,NA,Toy,block,block,000545.01,0,5,45,1,345001,0,0,0,0,4
American,980,6,M,000550.02.gif,NA,Toy,block,block,000550.02,0,5,50,2,350002,0,0,0,0,4
American,980,6,M,000555.02.gif,NA,Toy,block,block,000555.02,0,5,55,2,355002,0,0,0,0,4
American,980,6,M,000600.03.gif,NA,Toy,stuffed bug,bug,000600.03,0,6,0,3,360003,0,0,0,0,0
American,980,6,M,000605.03.gif,NA,Toy,stuffed bug,bug,000605.03,0,6,5,3,365003,0,0,0,0,0
American,980,6,M,000610.00.gif,NA,Toy,toy ring,ring,000610.00,0,6,10,0,370000,0,0,0,0,0
American,980,6,M,000615.01.gif,NA,Toy,toy ring,ring,000615.01,0,6,15,1,375001,0,0,0,0,0
American,980,6,M,000620.01.gif,NA,Toy,toy ring,ring,000620.01,0,6,20,1,380001,0,0,0,0,0
American,980,6,M,000625.02.gif,NA,Toy,toy ring,ring,000625.02,0,6,25,2,385002,0,0,0,0,0
American,980,6,M,000630.02.gif,NA,Toy,toy ring,ring,000630.02,0,6,30,2,390002,0,0,0,0,0
American,980,6,M,000635.03.gif,NA,Toy,toy ring,ring,000635.03,0,6,35,3,395003,0,0,0,0,0
American,980,6,M,000640.03.gif,NA,Toy,toy ring,ring,000640.03,0,6,40,3,400003,0,0,0,0,0
American,980,6,M,000645.00.gif,NA,Toy,toy ring,ring,000645.00,0,6,45,0,405000,0,0,0,0,0
American,980,6,M,000650.01.gif,NA,Toy,toy ring,ring,000650.01,0,6,50,1,410001,0,0,0,0,0
American,980,6,M,000655.01.gif,NA,Toy,toy ring,ring,000655.01,0,6,55,1,415001,0,0,0,0,0
American,980,6,M,000700.02.gif,NA,Toy,toy ring,ring,000700.02,0,7,0,2,420002,0,0,0,0,0
American,980,6,M,000705.02.gif,NA,Toy,toy ring,ring,000705.02,0,7,5,2,425002,0,0,0,0,0
American,980,6,M,000800.01.gif,NA,Toy,stuffed bug,bug,000800.01,0,8,0,1,480001,0,0,0,0,0
American,980,6,M,000805.02.gif,NA,Toy,stuffed bug,bug,000805.02,0,8,5,2,485002,0,0,0,0,0
American,980,6,M,000835.01.gif,NA,Toy,stuffed bug,bug,000835.01,0,8,35,1,515001,0,0,0,0,0
American,980,6,M,000840.02.gif,NA,Toy,stuffed bug,bug,000840.02,0,8,40,2,520002,0,0,0,0,0
American,980,6,M,000910.02.gif,NA,OtherSynthetic,woven basket,basket,000910.02,0,9,10,2,550002,0,0,0,0,1
American,980,6,M,000920.03.gif,NA,Toy,block,block,000920.03,0,9,20,3,560003,0,0,0,0,4
American,980,6,M,000925.03.gif,NA,Toy,block,block,000925.03,0,9,25,3,565003,0,0,0,0,4
American,980,6,M,000930.00.gif,NA,Toy,block,block,000930.00,0,9,30,0,570000,0,0,0,0,4
American,980,6,M,000935.01.gif,NA,Toy,block,block,000935.01,0,9,35,1,575001,0,0,0,0,4
American,980,6,M,000940.01.gif,NA,Toy,block,block,000940.01,0,9,40,1,580001,0,0,0,0,4
American,980,6,M,000945.02.gif,NA,Toy,block,block,000945.02,0,9,45,2,585002,0,0,0,0,4
American,980,6,M,000955.03.gif,NA,Toy,toy ring,ring,000955.03,0,9,55,3,595003,0,0,0,0,0
American,980,6,M,001000.03.gif,NA,Toy,toy ring,ring,001000.03,0,10,0,3,600003,0,0,0,0,0
American,980,6,M,001005.00.gif,NA,Toy,toy ring,ring,001005.00,0,10,5,0,605000,0,0,0,0,0
American,980,6,M,001010.01.gif,NA,Toy,toy ring,ring,001010.01,0,10,10,1,610001,0,0,0,0,0
American,980,6,M,001015.01.gif,NA,Toy,toy ring,ring,001015.01,0,10,15,1,615001,0,0,0,0,0
American,980,6,M,001020.02.gif,NA,Toy,toy ring,ring,001020.02,0,10,20,2,620002,0,0,0,0,0
American,980,6,M,001025.02.gif,NA,Toy,toy ring,ring,001025.02,0,10,25,2,625002,0,0,0,0,0
American,980,6,M,001035.00.gif,NA,Toy,stuffed bug,bug,001035.00,0,10,35,0,635000,0,0,0,0,0
American,980,6,M,001040.01.gif,NA,Toy,stuffed bug,bug,001040.01,0,10,40,1,640001,0,0,0,0,0
American,980,6,M,001045.01.gif,NA,Toy,stuffed bug,bug,001045.01,0,10,45,1,645001,0,0,0,0,0
American,980,6,M,001050.02.gif,NA,Toy,stuffed bug,bug,001050.02,0,10,50,2,650002,0,0,0,0,0
American,980,6,M,001055.02.gif,NA,Toy,stuffed bug,bug,001055.02,0,10,55,2,655002,0,0,0,0,0
American,980,6,M,001100.03.gif,NA,Toy,block,block,001100.03,0,11,0,3,660003,0,0,0,0,0
American,980,6,M,001105.03.gif,NA,Toy,block,block,001105.03,0,11,5,3,665003,0,0,0,0,0
American,980,6,M,001110.00.gif,NA,Toy,doll,doll,001110.00,0,11,10,0,670000,0,0,0,0,0
American,980,6,M,001115.01.gif,NA,Toy,doll,doll,001115.01,0,11,15,1,675001,0,0,0,0,0
American,980,6,M,001120.01.gif,NA,Toy,doll,doll,001120.01,0,11,20,1,680001,0,0,0,0,0
American,980,6,M,001310.02.gif,NA,OtherSynthetic,woven basket,basket,001310.02,0,13,10,2,790002,0,0,0,0,0
American,980,6,M,001310.02.gif,NA,Toy,block,block,001310.02,0,13,10,2,790002,0,0,0,0,0
American,980,6,M,001315.03.gif,NA,OtherSynthetic,woven basket,basket,001315.03,0,13,15,3,795003,0,0,0,0,0
American,980,6,M,001315.03.gif,NA,Toy,block,block,001315.03,0,13,15,3,795003,0,0,0,0,0
American,980,6,M,001345.02.gif,NA,OtherSynthetic,woven basket,basket,001345.02,0,13,45,2,825002,0,0,0,0,0
American,980,6,M,001350.03.gif,NA,Toy,stuffed bug,bug,001350.03,0,13,50,3,830003,0,0,0,0,0
American,980,6,M,001405.01.gif,NA,Toy,block,block,001405.01,0,14,5,1,845001,0,0,0,0,0
American,980,6,M,001600.03.gif,NA,Toy,wooden animal toy,toy,001600.03,0,16,0,3,960003,0,0,0,0,0
American,980,6,M,001605.03.gif,NA,Toy,wooden animal toy,toy,001605.03,0,16,5,3,965003,0,0,0,0,0
American,980,6,M,001610.00.gif,NA,Toy,toy lion,lion,001610.00,0,16,10,0,970000,0,0,0,0,0
American,980,6,M,001615.01.gif,NA,Toy,toy lion,lion,001615.01,0,16,15,1,975001,0,0,0,0,0
American,980,6,M,001625.02.gif,NA,Toy,wooden animal toy,toy,001625.02,0,16,25,2,985002,0,0,0,0,0
American,980,6,M,001630.02.gif,NA,Toy,wooden animal toy,toy,001630.02,0,16,30,2,990002,0,0,0,0,0
American,980,6,M,001635.03.gif,NA,Toy,wooden animal toy,toy,001635.03,0,16,35,3,995003,0,0,0,0,0
American,980,6,M,001640.03.gif,NA,Toy,wooden animal toy,toy,001640.03,0,16,40,3,1000003,0,0,0,0,0
American,980,6,M,001645.00.gif,NA,Toy,wooden animal toy,toy,001645.00,0,16,45,0,1005000,0,0,0,0,0
American,980,6,M,001650.01.gif,NA,Toy,toy lion,lion,001650.01,0,16,50,1,1010001,0,0,0,0,0
American,980,6,M,001655.01.gif,NA,Toy,toy lion,lion,001655.01,0,16,55,1,1015001,0,0,0,0,0
American,980,6,M,001700.02.gif,NA,Toy,toy lion,lion,001700.02,0,17,0,2,1020002,0,0,0,0,0
American,980,6,M,001705.02.gif,NA,Toy,toy lion,lion,001705.02,0,17,5,2,1025002,0,0,0,0,0
American,980,6,M,001710.03.gif,NA,Toy,toy lion,lion,001710.03,0,17,10,3,1030003,0,0,0,0,0
American,980,6,M,001715.00.gif,NA,Toy,toy lion,lion,001715.00,0,17,15,0,1035000,0,0,0,0,0
American,980,6,M,001720.01.gif,NA,Toy,toy lion,lion,001720.01,0,17,20,1,1040001,0,0,0,0,0
American,980,6,M,001725.01.gif,NA,Toy,toy lion,lion,001725.01,0,17,25,1,1045001,0,0,0,0,0
American,980,6,M,001730.02.gif,NA,Toy,toy lion,lion,001730.02,0,17,30,2,1050002,0,0,0,0,0
American,980,6,M,001945.02.gif,NA,ToolMealtime,baby bottle,bottle,001945.02,0,19,45,2,1185002,0,0,0,0,0
American,980,6,M,001945.02.gif,NA,Food,milk,milk,001945.02,0,19,45,2,1185002,0,0,0,0,0
American,980,6,M,001950.02.gif,NA,ToolMealtime,baby bottle,bottle,001950.02,0,19,50,2,1190002,0,0,0,0,0
American,980,6,M,001950.02.gif,NA,Food,milk,milk,001950.02,0,19,50,2,1190002,0,0,0,0,0
American,980,6,M,002310.02.gif,NA,ToolMealtime,baby bottle,bottle,002310.02,0,23,10,2,1390002,0,0,0,0,0
American,980,6,M,002310.02.gif,NA,Food,milk,milk,002310.02,0,23,10,2,1390002,0,0,0,0,0
American,980,6,M,002315.03.gif,NA,ToolMealtime,baby bottle,bottle,002315.03,0,23,15,3,1395003,0,0,0,0,0
American,980,6,M,002315.03.gif,NA,Food,milk,milk,002315.03,0,23,15,3,1395003,0,0,0,0,0
American,980,6,M,002320.03.gif,NA,ToolMealtime,baby bottle,bottle,002320.03,0,23,20,3,1400003,0,0,0,0,0
American,980,6,M,002320.03.gif,NA,Food,milk,milk,002320.03,0,23,20,3,1400003,0,0,0,0,0
American,980,6,M,002325.00.gif,NA,ToolMealtime,baby bottle,bottle,002325.00,0,23,25,0,1405000,0,0,0,0,0
American,980,6,M,002325.00.gif,NA,Food,milk,milk,002325.00,0,23,25,0,1405000,0,0,0,0,0
American,980,6,M,002330.01.gif,NA,ToolMealtime,baby bottle,bottle,002330.01,0,23,30,1,1410001,0,0,0,0,0
American,980,6,M,002330.01.gif,NA,Food,milk,milk,002330.01,0,23,30,1,1410001,0,0,0,0,0
American,980,6,M,002335.01.gif,NA,ToolMealtime,baby bottle,bottle,002335.01,0,23,35,1,1415001,0,0,0,0,0
American,980,6,M,002335.01.gif,NA,Food,milk,milk,002335.01,0,23,35,1,1415001,0,0,0,0,0
American,980,6,M,002340.02.gif,NA,ToolMealtime,baby bottle,bottle,002340.02,0,23,40,2,1420002,0,0,0,0,0
American,980,6,M,002340.02.gif,NA,Food,milk,milk,002340.02,0,23,40,2,1420002,0,0,0,0,0
American,980,6,M,002350.03.gif,NA,ToolMealtime,baby bottle,bottle,002350.03,0,23,50,3,1430003,0,0,0,0,0
American,980,6,M,002350.03.gif,NA,Food,milk,milk,002350.03,0,23,50,3,1430003,0,0,0,0,0
American,980,6,M,002355.00.gif,NA,ToolMealtime,baby bottle,bottle,002355.00,0,23,55,0,1435000,0,0,0,0,0
American,980,6,M,002355.00.gif,NA,Food,milk,milk,002355.00,0,23,55,0,1435000,0,0,0,0,0
American,980,6,M,002400.01.gif,NA,ToolMealtime,baby bottle,bottle,002400.01,0,24,0,1,1440001,0,0,0,0,0
American,980,6,M,002400.01.gif,NA,Food,milk,milk,002400.01,0,24,0,1,1440001,0,0,0,0,0
American,980,6,M,002405.01.gif,NA,ToolMealtime,baby bottle,bottle,002405.01,0,24,5,1,1445001,0,0,0,0,0
American,980,6,M,002405.01.gif,NA,Food,milk,milk,002405.01,0,24,5,1,1445001,0,0,0,0,0
American,980,6,M,002410.02.gif,NA,ToolMealtime,baby bottle,bottle,002410.02,0,24,10,2,1450002,0,0,0,0,0
American,980,6,M,002410.02.gif,NA,Food,milk,milk,002410.02,0,24,10,2,1450002,0,0,0,0,0
American,980,6,M,002415.02.gif,NA,ToolMealtime,baby bottle,bottle,002415.02,0,24,15,2,1455002,0,0,0,0,0
American,980,6,M,002415.02.gif,NA,Food,milk,milk,002415.02,0,24,15,2,1455002,0,0,0,0,0
American,980,6,M,002420.03.gif,NA,ToolMealtime,baby bottle,bottle,002420.03,0,24,20,3,1460003,0,0,0,0,0
American,980,6,M,002420.03.gif,NA,Food,milk,milk,002420.03,0,24,20,3,1460003,0,0,0,0,0
American,980,6,M,002425.03.gif,NA,ToolMealtime,baby bottle,bottle,002425.03,0,24,25,3,1465003,0,0,0,0,0
American,980,6,M,002425.03.gif,NA,Food,milk,milk,002425.03,0,24,25,3,1465003,0,0,0,0,0
American,980,6,M,002430.00.gif,NA,ToolMealtime,baby bottle,bottle,002430.00,0,24,30,0,1470000,0,0,0,0,0
American,980,6,M,002430.00.gif,NA,Food,milk,milk,002430.00,0,24,30,0,1470000,0,0,0,0,0
American,980,6,M,005625.01.gif,NA,Clothing,pants,pants,005625.01,0,56,25,1,3385001,0,0,0,0,0
American,980,6,M,005630.02.gif,NA,Clothing,pants,pants,005630.02,0,56,30,2,3390002,0,0,0,0,0
American,980,6,M,005635.02.gif,NA,Clothing,pants,pants,005635.02,0,56,35,2,3395002,0,0,0,0,0
American,980,6,M,005710.03.gif,NA,Clothing,pants,pants,005710.03,0,57,10,3,3430003,0,0,0,0,0
American,980,6,M,005725.01.gif,NA,OtherSynthetic,woven basket,basket,005725.01,0,57,25,1,3445001,0,0,0,0,0
American,980,6,M,005735.02.gif,NA,OtherSynthetic,woven basket,basket,005735.02,0,57,35,2,3455002,0,0,0,0,0
American,980,6,M,005740.02.gif,NA,OtherSynthetic,woven basket,basket,005740.02,0,57,40,2,3460002,0,0,0,0,0
American,980,6,M,005745.03.gif,NA,Toy,toy ring,ring,005745.03,0,57,45,3,3465003,0,0,0,0,0
American,980,6,M,005750.03.gif,NA,Toy,toy ring,ring,005750.03,0,57,50,3,3470003,0,0,0,0,0
American,980,6,M,005755.00.gif,NA,Toy,toy ring,ring,005755.00,0,57,55,0,3475000,0,0,0,0,0
American,980,6,M,005800.01.gif,NA,Toy,toy ring,ring,005800.01,0,58,0,1,3480001,0,0,0,0,0
American,980,6,M,005805.01.gif,NA,Toy,toy ring,ring,005805.01,0,58,5,1,3485001,0,0,0,0,0
American,980,6,M,005810.02.gif,NA,Toy,toy ring,ring,005810.02,0,58,10,2,3490002,0,0,0,0,0
American,980,6,M,005815.02.gif,NA,Toy,toy ring,ring,005815.02,0,58,15,2,3495002,0,0,0,0,0
American,980,6,M,005815.02.gif,NA,Clothing,pants,pants,005815.02,0,58,15,2,3495002,0,0,0,0,0
American,980,6,M,005820.03.gif,NA,Clothing,shoe,shoe,005820.03,0,58,20,3,3500003,0,0,0,0,0
American,980,6,M,005825.00.gif,NA,OtherSynthetic,woven basket,basket,005825.00,0,58,25,0,3505000,0,0,0,0,0
American,980,6,M,005830.01.gif,NA,OtherSynthetic,woven basket,basket,005830.01,0,58,30,1,3510001,0,0,0,0,0
American,980,6,M,005835.01.gif,NA,Clothing,shoe,shoe,005835.01,0,58,35,1,3515001,0,0,0,0,0
American,980,6,M,005840.02.gif,NA,Clothing,shoe,shoe,005840.02,0,58,40,2,3520002,0,0,0,0,0
American,980,6,M,005900.00.gif,NA,Toy,toy ring,ring,005900.00,0,59,0,0,3540000,0,0,0,0,0
American,980,6,M,005910.01.gif,NA,Toy,toy ring,ring,005910.01,0,59,10,1,3550001,0,0,0,0,0
American,980,6,M,005915.02.gif,NA,Toy,toy ring,ring,005915.02,0,59,15,2,3555002,0,0,0,0,0
American,980,6,M,005920.02.gif,NA,Toy,toy ring,ring,005920.02,0,59,20,2,3560002,0,0,0,0,0
American,980,6,M,005930.03.gif,NA,Toy,stuffed bird,bird,005930.03,0,59,30,3,3570003,0,0,0,0,0
American,7780,7,M,000005.00.gif,NA,Toy,peace sign teething toy,teether,000005.00,0,0,5,0,5000,2,2,2,2,2
American,7780,7,M,000010.01.gif,NA,Toy,peace sign teething toy,teether,000010.01,0,0,10,1,10001,2,2,2,2,2
American,7780,7,M,000015.02.gif,NA,Toy,peace sign teething toy,teether,000015.02,0,0,15,2,15002,2,2,2,2,2
American,7780,7,M,000020.02.gif,NA,Toy,peace sign teething toy,teether,000020.02,0,0,20,2,20002,2,2,2,2,2
American,7780,7,M,000025.02.gif,NA,Toy,peace sign teething toy,teether,000025.02,0,0,25,2,25002,2,2,2,2,2
American,7780,7,M,000030.03.gif,NA,Toy,peace sign teething toy,teether,000030.03,0,0,30,3,30003,2,2,2,2,2
American,7780,7,M,000035.00.gif,NA,Toy,peace sign teething toy,teether,000035.00,0,0,35,0,35000,0,2,2,2,2
American,7780,7,M,000040.01.gif,NA,Toy,peace sign teething toy,teether,000040.01,0,0,40,1,40001,0,2,2,2,2
American,7780,7,M,000045.01.gif,NA,Toy,peace sign teething toy,teether,000045.01,0,0,45,1,45001,0,2,2,2,2
American,7780,7,M,000050.02.gif,NA,Toy,peace sign teething toy,teether,000050.02,0,0,50,2,50002,0,2,2,2,2
American,7780,7,M,000055.02.gif,NA,Toy,peace sign teething toy,teether,000055.02,0,0,55,2,55002,0,2,2,2,2
American,7780,7,M,000100.03.gif,NA,Toy,peace sign teething toy,teether,000100.03,0,1,0,3,60003,0,2,2,2,2
American,7780,7,M,000105.03.gif,NA,Toy,peace sign teething toy,teether,000105.03,0,1,5,3,65003,0,0,2,2,2
American,7780,7,M,000110.00.gif,NA,Toy,peace sign teething toy,teether,000110.00,0,1,10,0,70000,0,0,2,2,2
American,7780,7,M,000115.01.gif,NA,Toy,peace sign teething toy,teether,000115.01,0,1,15,1,75001,0,0,2,2,2
American,7780,7,M,000120.01.gif,NA,Toy,peace sign teething toy,teether,000120.01,0,1,20,1,80001,0,0,2,2,2
American,7780,7,M,000125.02.gif,NA,Toy,peace sign teething toy,teether,000125.02,0,1,25,2,85002,0,0,2,2,2
American,7780,7,M,000130.02.gif,NA,Toy,peace sign teething toy,teether,000130.02,0,1,30,2,90002,0,0,2,2,2
American,7780,7,M,000135.03.gif,NA,Toy,peace sign teething toy,teether,000135.03,0,1,35,3,95003,0,0,2,2,2
American,7780,7,M,000140.03.gif,NA,Toy,peace sign teething toy,teether,000140.03,0,1,40,3,100003,0,0,2,2,2
American,7780,7,M,000145.00.gif,NA,Toy,peace sign teething toy,teether,000145.00,0,1,45,0,105000,0,0,2,2,2
American,7780,7,M,000150.01.gif,NA,Toy,peace sign teething toy,teether,000150.01,0,1,50,1,110001,0,0,2,2,2
American,7780,7,M,000155.01.gif,NA,Toy,peace sign teething toy,teether,000155.01,0,1,55,1,115001,0,0,2,2,2
American,7780,7,M,000200.02.gif,NA,Toy,peace sign teething toy,teether,000200.02,0,2,0,2,120002,0,0,2,2,2
American,7780,7,M,000205.02.gif,NA,Toy,peace sign teething toy,teether,000205.02,0,2,5,2,125002,0,0,2,2,2
American,7780,7,M,000210.03.gif,NA,Toy,peace sign teething toy,teether,000210.03,0,2,10,3,130003,0,0,2,2,2
American,7780,7,M,000215.00.gif,NA,Toy,block,block,000215.00,0,2,15,0,135000,0,0,9,9,9
American,7780,7,M,000215.00.gif,NA,Toy,peace sign teething toy,teether,000215.00,0,2,15,0,135000,0,0,2,2,2
American,7780,7,M,000220.01.gif,NA,Toy,peace sign teething toy,teether,000220.01,0,2,20,1,140001,0,0,2,2,2
American,7780,7,M,000225.01.gif,NA,Toy,peace sign teething toy,teether,000225.01,0,2,25,1,145001,0,0,2,2,2
American,7780,7,M,000230.02.gif,NA,Toy,peace sign teething toy,teether,000230.02,0,2,30,2,150002,0,0,2,2,2
American,7780,7,M,000245.03.gif,NA,Toy,block,block,000245.03,0,2,45,3,165003,0,0,9,9,9
American,7780,7,M,000245.03.gif,NA,Toy,peace sign teething toy,teether,000245.03,0,2,45,3,165003,0,0,2,2,2
American,7780,7,M,000250.00.gif,NA,Toy,block,block,000250.00,0,2,50,0,170000,0,0,9,9,9
American,7780,7,M,000250.00.gif,NA,Toy,peace sign teething toy,teether,000250.00,0,2,50,0,170000,0,0,2,2,2
American,7780,7,M,000255.01.gif,NA,Toy,block,block,000255.01,0,2,55,1,175001,0,0,9,9,9
American,7780,7,M,000255.01.gif,NA,Toy,peace sign teething toy,teether,000255.01,0,2,55,1,175001,0,0,2,2,2
American,7780,7,M,000300.01.gif,NA,Toy,block,block,000300.01,0,3,0,1,180001,0,0,9,9,9
American,7780,7,M,000300.01.gif,NA,Toy,peace sign teething toy,teether,000300.01,0,3,0,1,180001,0,0,2,2,2
American,7780,7,M,000305.02.gif,NA,Toy,block,block,000305.02,0,3,5,2,185002,0,0,0,9,9
American,7780,7,M,000310.02.gif,NA,Toy,peace sign teething toy,teether,000310.02,0,3,10,2,190002,0,0,0,2,2
American,7780,7,M,000315.03.gif,NA,Toy,block,block,000315.03,0,3,15,3,195003,0,0,0,9,9
American,7780,7,M,000315.03.gif,NA,Toy,peace sign teething toy,teether,000315.03,0,3,15,3,195003,0,0,0,2,2
American,7780,7,M,000320.03.gif,NA,Toy,peace sign teething toy,teether,000320.03,0,3,20,3,200003,0,0,0,2,2
American,7780,7,M,000320.03.gif,NA,Toy,block,block,000320.03,0,3,20,3,200003,0,0,0,9,9
American,7780,7,M,000325.00.gif,NA,Toy,peace sign teething toy,teether,000325.00,0,3,25,0,205000,0,0,0,2,2
American,7780,7,M,000325.00.gif,NA,Toy,block,block,000325.00,0,3,25,0,205000,0,0,0,9,9
American,7780,7,M,000330.01.gif,NA,Toy,peace sign teething toy,teether,000330.01,0,3,30,1,210001,0,0,0,2,2
American,7780,7,M,000330.01.gif,NA,Toy,block,block,000330.01,0,3,30,1,210001,0,0,0,9,9
American,7780,7,M,000335.01.gif,NA,Toy,block,block,000335.01,0,3,35,1,215001,0,0,0,9,9
American,7780,7,M,000340.02.gif,NA,Toy,block,block,000340.02,0,3,40,2,220002,0,0,0,9,9
American,7780,7,M,000345.02.gif,NA,Toy,block,block,000345.02,0,3,45,2,225002,0,0,0,9,9
American,7780,7,M,000350.03.gif,NA,Toy,block,block,000350.03,0,3,50,3,230003,0,0,0,9,9
American,7780,7,M,000355.00.gif,NA,Toy,block,block,000355.00,0,3,55,0,235000,0,0,0,9,9
American,7780,7,M,000410.02.gif,NA,Toy,block,block,000410.02,0,4,10,2,250002,0,0,0,9,9
American,7780,7,M,000415.02.gif,NA,Toy,block,block,000415.02,0,4,15,2,255002,0,0,0,9,9
American,7780,7,M,000425.03.gif,NA,Toy,block,block,000425.03,0,4,25,3,265003,0,0,0,9,9
American,7780,7,M,000430.00.gif,NA,Toy,block,block,000430.00,0,4,30,0,270000,0,0,0,9,9
American,7780,7,M,000440.01.gif,NA,Toy,ball,ball,000440.01,0,4,40,1,280001,0,0,0,39,39
American,7780,7,M,000440.01.gif,NA,Toy,block,block,000440.01,0,4,40,1,280001,0,0,0,9,9
American,7780,7,M,000445.02.gif,NA,Toy,block,block,000445.02,0,4,45,2,285002,0,0,0,9,9
American,7780,7,M,000450.02.gif,NA,Toy,block,block,000450.02,0,4,50,2,290002,0,0,0,9,9
American,7780,7,M,000500.03.gif,NA,Toy,block,block,000500.03,0,5,0,3,300003,0,0,0,9,9
American,7780,7,M,000505.00.gif,NA,Toy,block,block,000505.00,0,5,5,0,305000,0,0,0,0,9
American,7780,7,M,000515.01.gif,NA,Toy,ball,ball,000515.01,0,5,15,1,315001,0,0,0,16,39
American,7780,7,M,000520.02.gif,NA,Toy,ball,ball,000520.02,0,5,20,2,320002,0,0,0,16,39
American,7780,7,M,000525.02.gif,NA,Toy,ball,ball,000525.02,0,5,25,2,325002,0,0,0,13,39
American,7780,7,M,000530.03.gif,NA,Toy,ball,ball,000530.03,0,5,30,3,330003,0,0,0,13,39
American,7780,7,M,000535.00.gif,NA,Toy,ball,ball,000535.00,0,5,35,0,335000,0,0,0,6,39
American,7780,7,M,000540.01.gif,NA,Toy,ball,ball,000540.01,0,5,40,1,340001,0,0,0,0,39
American,7780,7,M,000555.02.gif,NA,Toy,ball,ball,000555.02,0,5,55,2,355002,0,0,0,0,39
American,7780,7,M,000635.03.gif,NA,Toy,teething ring,ring,000635.03,0,6,35,3,395003,0,0,0,0,0
American,7780,7,M,000650.01.gif,NA,Toy,teething ring,ring,000650.01,0,6,50,1,410001,0,0,0,0,0
American,7780,7,M,000655.01.gif,NA,Toy,teething ring,ring,000655.01,0,6,55,1,415001,0,0,0,0,0
American,7780,7,M,000700.02.gif,NA,Toy,teething ring,ring,000700.02,0,7,0,2,420002,0,0,0,0,0
American,7780,7,M,000725.01.gif,NA,Toy,teething ring,ring,000725.01,0,7,25,1,445001,0,0,0,0,0
American,7780,7,M,000740.03.gif,NA,Toy,ball,ball,000740.03,0,7,40,3,460003,0,0,0,0,39
American,7780,7,M,000745.03.gif,NA,Toy,ball,ball,000745.03,0,7,45,3,465003,0,0,0,0,39
American,7780,7,M,000750.00.gif,NA,Toy,ball,ball,000750.00,0,7,50,0,470000,0,0,0,0,39
American,7780,7,M,000755.01.gif,NA,Toy,ball,ball,000755.01,0,7,55,1,475001,0,0,0,0,39
American,7780,7,M,000800.01.gif,NA,Toy,ball,ball,000800.01,0,8,0,1,480001,0,0,0,0,39
American,7780,7,M,000805.02.gif,NA,Toy,ball,ball,000805.02,0,8,5,2,485002,0,0,0,0,39
American,7780,7,M,000810.02.gif,NA,Toy,ball,ball,000810.02,0,8,10,2,490002,0,0,0,0,39
American,7780,7,M,000820.03.gif,NA,OtherSynthetic,toy packaging,NA,000820.03,0,8,20,3,500003,0,0,0,0,0
American,7780,7,M,000825.00.gif,NA,OtherSynthetic,toy packaging,NA,000825.00,0,8,25,0,505000,0,0,0,0,0
American,7780,7,M,000830.01.gif,NA,OtherSynthetic,toy packaging,NA,000830.01,0,8,30,1,510001,0,0,0,0,0
American,7780,7,M,000835.01.gif,NA,OtherSynthetic,toy packaging,NA,000835.01,0,8,35,1,515001,0,0,0,0,0
American,7780,7,M,000840.02.gif,NA,OtherSynthetic,toy packaging,NA,000840.02,0,8,40,2,520002,0,0,0,0,0
American,7780,7,M,000845.02.gif,NA,OtherSynthetic,toy packaging,NA,000845.02,0,8,45,2,525002,0,0,0,0,0
American,7780,7,M,000850.03.gif,NA,OtherSynthetic,toy packaging,NA,000850.03,0,8,50,3,530003,0,0,0,0,0
American,7780,7,M,000900.01.gif,NA,OtherSynthetic,toy packaging,NA,000900.01,0,9,0,1,540001,0,0,0,0,0
American,7780,7,M,000905.01.gif,NA,Toy,block,block,000905.01,0,9,5,1,545001,0,0,0,0,9
American,7780,7,M,000910.02.gif,NA,Toy,block,block,000910.02,0,9,10,2,550002,0,0,0,0,9
American,7780,7,M,000925.03.gif,NA,Toy,block,block,000925.03,0,9,25,3,565003,0,0,0,0,9
American,7780,7,M,000940.01.gif,NA,Book,paperback children's book,NA,000940.01,0,9,40,1,580001,0,0,0,0,0
American,7780,7,M,000950.02.gif,NA,Toy,block,block,000950.02,0,9,50,2,590002,0,0,0,0,9
American,7780,7,M,000955.03.gif,NA,Toy,block,block,000955.03,0,9,55,3,595003,0,0,0,0,9
American,7780,7,M,001005.00.gif,NA,Toy,block,block,001005.00,0,10,5,0,605000,0,0,0,0,0
American,7780,7,M,001010.01.gif,NA,Toy,block,block,001010.01,0,10,10,1,610001,0,0,0,0,0
American,7780,7,M,001015.01.gif,NA,Toy,block,block,001015.01,0,10,15,1,615001,0,0,0,0,0
American,7780,7,M,001025.02.gif,NA,OtherSynthetic,container,container,001025.02,0,10,25,2,625002,0,0,0,0,0
American,7780,7,M,001030.03.gif,NA,OtherSynthetic,container,container,001030.03,0,10,30,3,630003,0,0,0,0,0
American,7780,7,M,001050.02.gif,NA,Toy,block,block,001050.02,0,10,50,2,650002,0,0,0,0,0
American,7780,7,M,001055.02.gif,NA,Toy,block,block,001055.02,0,10,55,2,655002,0,0,0,0,0
American,7780,7,M,001100.03.gif,NA,Toy,block,block,001100.03,0,11,0,3,660003,0,0,0,0,0
American,7780,7,M,001130.02.gif,NA,Toy,ball,ball,001130.02,0,11,30,2,690002,0,0,0,0,0
