site,sub_num,age,sex,image,category,object,duration
Rossel,7718,37,F,135316.gif,Food,sugarcane,16
Rossel,7718,37,F,135332.gif,Food,sugarcane,15
Rossel,7718,37,F,135347.gif,Food,sugarcane,15
Rossel,7718,37,F,135402.gif,Food,sugarcane,17
Rossel,7718,37,F,135521.gif,Food,sugarcane,18
Rossel,7718,37,F,135610.gif,Food,sugarcane,15
Rossel,7718,37,F,135625.gif,OtherSynthetic,cardboard,16
Rossel,7718,37,F,135641.gif,OtherSynthetic,cardboard,15
Rossel,7718,37,F,135656.gif,OtherSynthetic,cardboard,15
Rossel,7718,37,F,135743.gif,OtherLargeImmovable,part of veranda,16
Rossel,7718,37,F,135848.gif,OtherLargeImmovable,part of veranda,32
Rossel,7718,37,F,140007.gif,OtherLargeImmovable,part of veranda,15
Rossel,7718,37,F,140406.gif,OtherSynthetic,tinfoil,16
Rossel,7718,37,F,140422.gif,Clothing,tinfoil,15
Rossel,7718,37,F,140422.gif,Clothing,shirt,15
Rossel,7718,37,F,140422.gif,OtherSynthetic,tinfoil,15
Rossel,7718,37,F,140422.gif,OtherSynthetic,shirt,15
Rossel,7718,37,F,140659.gif,OtherSynthetic,tinfoil,15
Rossel,7718,37,F,141435.gif,OtherSynthetic,tinfoil,15
Rossel,7718,37,F,141450.gif,OtherSynthetic,tinfoil,15
Rossel,7718,37,F,141505.gif,OtherSynthetic,tinfoil,17
Rossel,7718,37,F,141522.gif,OtherSynthetic,tinfoil,15
Rossel,7718,37,F,141537.gif,OtherSynthetic,tinfoil,15
Rossel,7718,37,F,141552.gif,OtherSynthetic,tinfoil,18
Rossel,7718,37,F,141640.gif,OtherSynthetic,tinfoil,16
Rossel,7718,37,F,142155.gif,Clothing,shirt,15
Rossel,7718,37,F,142500.gif,Clothing,shirt,18
Rossel,7718,37,F,142518.gif,Clothing,shirt,15
Rossel,5217,30,M,064231.gif,Food,packaged candy,15
Rossel,5217,30,M,064246.gif,Food,packaged candy,15
Rossel,5217,30,M,064301.gif,Food,packaged candy,18
Rossel,5217,30,M,064319.gif,Food,packaged candy,15
Rossel,5217,30,M,064334.gif,Food,packaged candy,15
Rossel,5217,30,M,064349.gif,Food,packaged candy,17
Rossel,5217,30,M,064406.gif,Food,packaged candy,15
Rossel,5217,30,M,064421.gif,Food,packaged candy,15
Rossel,5217,30,M,064436.gif,Food,packaged candy,17
Rossel,5217,30,M,064501.gif,Food,packaged candy,15
Rossel,5217,30,M,064516.gif,Food,packaged candy,16
Rossel,5217,30,M,064548.gif,Food,candy,15
Rossel,5217,30,M,064603.gif,Food,candy,15
Rossel,5217,30,M,064618.gif,Food,candy,17
Rossel,5217,30,M,064635.gif,Food,candy,15
Rossel,5217,30,M,064650.gif,Food,candy,15
Rossel,5217,30,M,064705.gif,Food,candy,16
Rossel,5217,30,M,064721.gif,Food,candy,15
Rossel,5217,30,M,064736.gif,Food,candy,15
Rossel,5217,30,M,064751.gif,Food,candy,17
Rossel,5217,30,M,064808.gif,Food,candy,15
Rossel,5217,30,M,064823.gif,Food,candy,15
Rossel,5217,30,M,064838.gif,Food,candy,16
Rossel,5217,30,M,064854.gif,Food,candy,15
Rossel,5217,30,M,064909.gif,Food,candy,16
Rossel,5217,30,M,064925.gif,Food,candy,16
Rossel,5217,30,M,064941.gif,Food,candy,15
Rossel,5217,30,M,065739.gif,Food,coconut,15
Rossel,5217,30,M,065826.gif,Food,coconut,15
Rossel,5217,30,M,070558.gif,OtherLargeImmovable,table,15
Rossel,5217,30,M,070659.gif,Toy,rope,17
Rossel,5217,30,M,070716.gif,Toy,rope,15
Rossel,5217,30,M,070731.gif,Toy,rope,15
Rossel,5217,30,M,070746.gif,Toy,rope,16
Rossel,5217,30,M,070849.gif,Toy,rope,15
Rossel,5217,30,M,070904.gif,Toy,rope,15
Rossel,5217,30,M,071110.gif,Toy,rope,15
Rossel,5217,30,M,071125.gif,Toy,rope,15
Rossel,5217,30,M,071140.gif,Toy,rope,16
Rossel,5217,30,M,071156.gif,Toy,rope,15
Rossel,5217,30,M,071211.gif,Toy,rope,26
Rossel,5217,30,M,071632.gif,Toy,rope,17
Rossel,5217,30,M,071649.gif,Toy,rope,15
Rossel,5217,30,M,071704.gif,Toy,rope,18
Rossel,5217,30,M,071808.gif,Food,passion fruit,17
Rossel,5217,30,M,071825.gif,Food,passion fruit,15
Rossel,5217,30,M,071840.gif,Food,passion fruit,15
Rossel,5217,30,M,071942.gif,ToolMealtime,rock,17
Rossel,5217,30,M,071959.gif,Food,rock,15
Rossel,5217,30,M,071959.gif,Food,betelnut,15
Rossel,5217,30,M,071959.gif,ToolMealtime,rock,15
Rossel,5217,30,M,071959.gif,ToolMealtime,betelnut,15
Rossel,5217,30,M,072014.gif,Food,rock,15
Rossel,5217,30,M,072014.gif,Food,betelnut,15
Rossel,5217,30,M,072014.gif,ToolMealtime,rock,15
Rossel,5217,30,M,072014.gif,ToolMealtime,betelnut,15
Rossel,5217,30,M,072052.gif,Food,rock,16
Rossel,5217,30,M,072052.gif,Food,betelnut,16
Rossel,5217,30,M,072052.gif,ToolMealtime,rock,16
Rossel,5217,30,M,072052.gif,ToolMealtime,betelnut,16
Rossel,5217,30,M,072108.gif,Food,rock,16
Rossel,5217,30,M,072108.gif,Food,betelnut,16
Rossel,5217,30,M,072108.gif,ToolMealtime,rock,16
Rossel,5217,30,M,072108.gif,ToolMealtime,betelnut,16
Rossel,5217,30,M,072124.gif,Food,rock,15
Rossel,5217,30,M,072124.gif,Food,betelnut,15
Rossel,5217,30,M,072124.gif,ToolMealtime,rock,15
Rossel,5217,30,M,072124.gif,ToolMealtime,betelnut,15
Rossel,5217,30,M,072139.gif,Food,rock,15
Rossel,5217,30,M,072139.gif,Food,betelnut,15
Rossel,5217,30,M,072139.gif,ToolMealtime,rock,15
Rossel,5217,30,M,072139.gif,ToolMealtime,betelnut,15
Rossel,5217,30,M,072154.gif,Food,rock,17
Rossel,5217,30,M,072154.gif,Food,betelnut,17
Rossel,5217,30,M,072154.gif,ToolMealtime,rock,17
Rossel,5217,30,M,072154.gif,ToolMealtime,betelnut,17
Rossel,5217,30,M,072211.gif,Food,rock,15
Rossel,5217,30,M,072211.gif,Food,betelnut,15
Rossel,5217,30,M,072211.gif,ToolMealtime,rock,15
Rossel,5217,30,M,072211.gif,ToolMealtime,betelnut,15
Rossel,5217,30,M,072226.gif,Food,rock,15
Rossel,5217,30,M,072226.gif,Food,betelnut,15
Rossel,5217,30,M,072226.gif,ToolMealtime,rock,15
Rossel,5217,30,M,072226.gif,ToolMealtime,betelnut,15
Rossel,5217,30,M,072241.gif,Food,rock,17
Rossel,5217,30,M,072241.gif,Food,betelnut,17
Rossel,5217,30,M,072241.gif,ToolMealtime,rock,17
Rossel,5217,30,M,072241.gif,ToolMealtime,betelnut,17
Rossel,5217,30,M,072258.gif,Food,rock,15
Rossel,5217,30,M,072258.gif,Food,betelnut,15
Rossel,5217,30,M,072258.gif,ToolMealtime,rock,15
Rossel,5217,30,M,072258.gif,ToolMealtime,betelnut,15
Rossel,5217,30,M,072313.gif,Food,knife,15
Rossel,5217,30,M,072313.gif,Food,betelnut,15
Rossel,5217,30,M,072313.gif,ToolMealtime,knife,15
Rossel,5217,30,M,072313.gif,ToolMealtime,betelnut,15
Rossel,5217,30,M,072328.gif,Food,knife,17
Rossel,5217,30,M,072328.gif,Food,betelnut,17
Rossel,5217,30,M,072328.gif,ToolMealtime,knife,17
Rossel,5217,30,M,072328.gif,ToolMealtime,betelnut,17
Rossel,5217,30,M,072345.gif,Food,knife,15
Rossel,5217,30,M,072345.gif,Food,betelnut,15
Rossel,5217,30,M,072345.gif,ToolMealtime,knife,15
Rossel,5217,30,M,072345.gif,ToolMealtime,betelnut,15
Rossel,5217,30,M,072400.gif,Food,knife,15
Rossel,5217,30,M,072400.gif,Food,betelnut,15
Rossel,5217,30,M,072400.gif,ToolMealtime,knife,15
Rossel,5217,30,M,072400.gif,ToolMealtime,betelnut,15
Rossel,5217,30,M,072415.gif,Food,knife,17
Rossel,5217,30,M,072415.gif,Food,betelnut,17
Rossel,5217,30,M,072415.gif,ToolMealtime,knife,17
Rossel,5217,30,M,072415.gif,ToolMealtime,betelnut,17
Rossel,5217,30,M,072502.gif,Food,betelnut,17
Rossel,5217,30,M,072519.gif,Food,betelnut,15
Rossel,5217,30,M,072534.gif,Food,betelnut,15
Rossel,5217,30,M,072549.gif,Food,betelnut,18
Rossel,5217,30,M,072607.gif,Food,rock,15
Rossel,5217,30,M,072607.gif,Food,betelnut,15
Rossel,5217,30,M,072607.gif,ToolMealtime,rock,15
Rossel,5217,30,M,072607.gif,ToolMealtime,betelnut,15
Rossel,5217,30,M,072622.gif,Food,rock,15
Rossel,5217,30,M,072622.gif,Food,betelnut,15
Rossel,5217,30,M,072622.gif,ToolMealtime,rock,15
Rossel,5217,30,M,072622.gif,ToolMealtime,betelnut,15
Rossel,5217,30,M,072637.gif,Food,rock,16
Rossel,5217,30,M,072637.gif,Food,betelnut,16
Rossel,5217,30,M,072637.gif,ToolMealtime,rock,16
Rossel,5217,30,M,072637.gif,ToolMealtime,betelnut,16
Rossel,5217,30,M,072653.gif,Food,rock,15
Rossel,5217,30,M,072653.gif,Food,betelnut,15
Rossel,5217,30,M,072653.gif,ToolMealtime,rock,15
Rossel,5217,30,M,072653.gif,ToolMealtime,betelnut,15
Rossel,5217,30,M,072708.gif,Food,rock,15
Rossel,5217,30,M,072708.gif,Food,betelnut,15
Rossel,5217,30,M,072708.gif,ToolMealtime,rock,15
Rossel,5217,30,M,072708.gif,ToolMealtime,betelnut,15
Rossel,5217,30,M,072723.gif,Food,rock,16
Rossel,5217,30,M,072723.gif,Food,betelnut,16
Rossel,5217,30,M,072723.gif,ToolMealtime,rock,16
Rossel,5217,30,M,072723.gif,ToolMealtime,betelnut,16
Rossel,5217,30,M,072739.gif,Food,rock,15
Rossel,5217,30,M,072739.gif,Food,betelnut,15
Rossel,5217,30,M,072739.gif,ToolMealtime,rock,15
Rossel,5217,30,M,072739.gif,ToolMealtime,betelnut,15
Rossel,5217,30,M,072754.gif,Food,rock,16
Rossel,5217,30,M,072754.gif,Food,betelnut,16
Rossel,5217,30,M,072754.gif,ToolMealtime,rock,16
Rossel,5217,30,M,072754.gif,ToolMealtime,betelnut,16
Rossel,5217,30,M,072842.gif,Food,rock,15
Rossel,5217,30,M,072842.gif,Food,betelnut,15
Rossel,5217,30,M,072842.gif,ToolMealtime,rock,15
Rossel,5217,30,M,072842.gif,ToolMealtime,betelnut,15
Rossel,5217,30,M,072857.gif,Food,rock,32
Rossel,5217,30,M,072857.gif,Food,betelnut,32
Rossel,5217,30,M,072857.gif,ToolMealtime,rock,32
Rossel,5217,30,M,072857.gif,ToolMealtime,betelnut,32
Rossel,5217,30,M,072944.gif,Food,rock,17
Rossel,5217,30,M,072944.gif,Food,betelnut,17
Rossel,5217,30,M,072944.gif,ToolMealtime,rock,17
Rossel,5217,30,M,072944.gif,ToolMealtime,betelnut,17
Rossel,5217,30,M,073031.gif,Food,rock,17
Rossel,5217,30,M,073031.gif,Food,betelnut,17
Rossel,5217,30,M,073031.gif,ToolMealtime,rock,17
Rossel,5217,30,M,073031.gif,ToolMealtime,betelnut,17
Rossel,5217,30,M,073118.gif,OtherNatural,rocks,17
Rossel,5217,30,M,073135.gif,OtherNatural,rocks,15
Rossel,5217,30,M,073150.gif,OtherNatural,rocks,15
Rossel,5217,30,M,073205.gif,OtherNatural,rocks,17
Rossel,5217,30,M,073252.gif,OtherNatural,rocks,17
Rossel,5217,30,M,073704.gif,OtherNatural,rocks,15
Rossel,5217,30,M,074110.gif,ToolWork,rake,16
Rossel,5217,30,M,074126.gif,ToolWork,rake,15
Rossel,5217,30,M,074141.gif,ToolWork,rake,15
Rossel,5217,30,M,074212.gif,OtherLargeImmovable,building,15
Rossel,5217,30,M,074227.gif,OtherLargeImmovable,building,16
Rossel,5217,30,M,074243.gif,OtherLargeImmovable,building,17
Rossel,5217,30,M,074826.gif,Food,passion fruit,17
Rossel,5217,30,M,074913.gif,Food,passion fruit,15
Rossel,5217,30,M,075424.gif,OtherLargeImmovable,stairs,15
Rossel,5217,30,M,075439.gif,OtherLargeImmovable,stairs,16
Rossel,5217,30,M,075455.gif,OtherLargeImmovable,stairs,15
Rossel,5217,30,M,075558.gif,OtherLargeImmovable,support beam,15
Rossel,5217,30,M,075613.gif,OtherLargeImmovable,support beam,16
Rossel,5217,30,M,075744.gif,OtherLargeImmovable,support beam,15
Rossel,5217,30,M,075948.gif,Food,bottled beverage,17
Rossel,5217,30,M,080005.gif,OtherSynthetic,net/hammock,15
Rossel,5217,30,M,080020.gif,OtherSynthetic,net/hammock,15
Rossel,5217,30,M,080035.gif,OtherSynthetic,net/hammock,17
Rossel,5217,30,M,080052.gif,Food,bottled beverage,15
Rossel,5217,30,M,080107.gif,OtherSynthetic,net/hammock,15
Rossel,5217,30,M,080122.gif,OtherSynthetic,net/hammock,17
Rossel,5217,30,M,080139.gif,OtherSynthetic,net/hammock,15
Rossel,5217,30,M,080154.gif,OtherSynthetic,net/hammock,15
Rossel,5217,30,M,080209.gif,OtherSynthetic,net/hammock,18
Rossel,5217,30,M,080943.gif,OtherLargeImmovable,support beam,36
Rossel,5217,30,M,081049.gif,OtherLargeImmovable,beam,16
Rossel,5217,30,M,081105.gif,OtherLargeImmovable,beam,15
Rossel,5217,30,M,081636.gif,Food,packaged candy,17
Rossel,5217,30,M,081653.gif,Food,packaged candy,15
Rossel,5217,30,M,081708.gif,Food,packaged candy,15
Rossel,5217,30,M,081723.gif,Food,packaged candy,16
Rossel,5217,30,M,081739.gif,Food,packaged candy,15
Rossel,5217,30,M,081754.gif,Food,packaged candy,16
Rossel,5217,30,M,081810.gif,Food,packaged candy,16
Rossel,5217,30,M,081826.gif,Food,packaged candy,15
Rossel,5217,30,M,081841.gif,Food,packaged candy,15
Rossel,5217,30,M,081856.gif,Food,packaged candy,18
Rossel,5217,30,M,081914.gif,Food,packaged candy,15
Rossel,5217,30,M,081929.gif,Food,packaged candy,15
Rossel,5217,30,M,081944.gif,Food,packaged candy,17
Rossel,5217,30,M,082001.gif,Food,packaged candy,15
Rossel,5217,30,M,082047.gif,Food,candy,15
Rossel,5217,30,M,082047.gif,Food,package,15
Rossel,5217,30,M,082047.gif,OtherSynthetic,candy,15
Rossel,5217,30,M,082047.gif,OtherSynthetic,package,15
Rossel,5217,30,M,082102.gif,Food,candy,15
Rossel,5217,30,M,082102.gif,Food,package,15
Rossel,5217,30,M,082102.gif,OtherSynthetic,candy,15
Rossel,5217,30,M,082102.gif,OtherSynthetic,package,15
Rossel,5217,30,M,082149.gif,Food,candy,15
Rossel,5217,30,M,082149.gif,Food,package,15
Rossel,5217,30,M,082149.gif,OtherSynthetic,candy,15
Rossel,5217,30,M,082149.gif,OtherSynthetic,package,15
Rossel,5217,30,M,082204.gif,Food,candy,18
Rossel,5217,30,M,082204.gif,Food,package,18
Rossel,5217,30,M,082204.gif,OtherSynthetic,candy,18
Rossel,5217,30,M,082204.gif,OtherSynthetic,package,18
Rossel,5217,30,M,082222.gif,Food,candy,15
Rossel,5217,30,M,082222.gif,Food,package,15
Rossel,5217,30,M,082222.gif,OtherSynthetic,candy,15
Rossel,5217,30,M,082222.gif,OtherSynthetic,package,15
Rossel,5217,30,M,082323.gif,Food,candy,16
Rossel,5217,30,M,082323.gif,Food,package,16
Rossel,5217,30,M,082323.gif,OtherSynthetic,candy,16
Rossel,5217,30,M,082323.gif,OtherSynthetic,package,16
Rossel,5217,30,M,082339.gif,Food,candy,16
Rossel,5217,30,M,082339.gif,Food,package,16
Rossel,5217,30,M,082339.gif,OtherSynthetic,candy,16
Rossel,5217,30,M,082339.gif,OtherSynthetic,package,16
Rossel,5217,30,M,082426.gif,Food,candy,17
Rossel,5217,30,M,082426.gif,Food,plastic bottle,17
Rossel,5217,30,M,082426.gif,OtherSynthetic,candy,17
Rossel,5217,30,M,082426.gif,OtherSynthetic,plastic bottle,17
Rossel,5217,30,M,082443.gif,Food,candy,15
Rossel,5217,30,M,082443.gif,Food,plastic bottle,15
Rossel,5217,30,M,082443.gif,OtherSynthetic,candy,15
Rossel,5217,30,M,082443.gif,OtherSynthetic,plastic bottle,15
Rossel,5217,30,M,082458.gif,Food,candy,15
Rossel,5217,30,M,082458.gif,Food,plastic bottle,15
Rossel,5217,30,M,082458.gif,OtherSynthetic,candy,15
Rossel,5217,30,M,082458.gif,OtherSynthetic,plastic bottle,15
Rossel,5217,30,M,082513.gif,Food,candy,16
Rossel,5217,30,M,082513.gif,Food,plastic bottle,16
Rossel,5217,30,M,082513.gif,OtherSynthetic,candy,16
Rossel,5217,30,M,082513.gif,OtherSynthetic,plastic bottle,16
Rossel,5217,30,M,082529.gif,Food,candy,15
Rossel,5217,30,M,082529.gif,Food,package,15
Rossel,5217,30,M,082529.gif,OtherSynthetic,candy,15
Rossel,5217,30,M,082529.gif,OtherSynthetic,package,15
Rossel,5217,30,M,082544.gif,Food,candy,15
Rossel,5217,30,M,082544.gif,Food,package,15
Rossel,5217,30,M,082544.gif,OtherSynthetic,candy,15
Rossel,5217,30,M,082544.gif,OtherSynthetic,package,15
Rossel,5217,30,M,082559.gif,Food,candy,18
Rossel,5217,30,M,082559.gif,Food,package,18
Rossel,5217,30,M,082559.gif,OtherSynthetic,candy,18
Rossel,5217,30,M,082559.gif,OtherSynthetic,package,18
Rossel,5217,30,M,082617.gif,Food,candy,15
Rossel,5217,30,M,082617.gif,Food,package,15
Rossel,5217,30,M,082617.gif,OtherSynthetic,candy,15
Rossel,5217,30,M,082617.gif,OtherSynthetic,package,15
Rossel,5217,30,M,082632.gif,Food,candy,15
Rossel,5217,30,M,082632.gif,Food,package,15
Rossel,5217,30,M,082632.gif,OtherSynthetic,candy,15
Rossel,5217,30,M,082632.gif,OtherSynthetic,package,15
Rossel,5217,30,M,082647.gif,Food,candy,17
Rossel,5217,30,M,082647.gif,Food,metal pot,17
Rossel,5217,30,M,082647.gif,ToolMealtime,candy,17
Rossel,5217,30,M,082647.gif,ToolMealtime,metal pot,17
Rossel,5217,30,M,082750.gif,Clothing,shirt,15
Rossel,5217,30,M,082852.gif,OtherSynthetic,rope/net,15
Rossel,5217,30,M,082923.gif,OtherSynthetic,rope/net,16
Rossel,5217,30,M,084430.gif,OtherLargeImmovable,support beam,15
Rossel,5217,30,M,084549.gif,OtherLargeImmovable,support beam,15
Rossel,5217,30,M,084604.gif,OtherLargeImmovable,support beam,15
Rossel,5217,30,M,084652.gif,Food,bread roll,16
Rossel,5217,30,M,084708.gif,Food,bread roll,17
Rossel,5217,30,M,084725.gif,Food,bread roll,14
Rossel,5217,30,M,084739.gif,Food,bread roll,15
Rossel,5217,30,M,084754.gif,Food,bread roll,16
Rossel,5217,30,M,084810.gif,Food,bread roll,16
Rossel,5217,30,M,084826.gif,Food,bread roll,15
Rossel,5217,30,M,084841.gif,Food,bread roll,15
Rossel,5217,30,M,084856.gif,Food,bread roll,17
Rossel,5217,30,M,084913.gif,Food,bread roll,15
Rossel,5217,30,M,084959.gif,Food,bread roll,15
Rossel,5217,30,M,085029.gif,Food,bread roll,17
Rossel,5217,30,M,085454.gif,OtherNatural,rock,16
Rossel,5217,30,M,085621.gif,OtherNatural,plant,15
Rossel,5217,30,M,085652.gif,OtherLargeImmovable,building,15
Rossel,5217,30,M,085707.gif,OtherLargeImmovable,building,15
Rossel,5217,30,M,085722.gif,OtherLargeImmovable,support beam,17
Rossel,5217,30,M,085754.gif,Toy,rope,15
Rossel,5217,30,M,085809.gif,Toy,rope,18
Rossel,5217,30,M,085827.gif,Toy,rope,15
Rossel,5217,30,M,085842.gif,Toy,rope,15
Rossel,5217,30,M,085857.gif,Toy,rope,17
Rossel,5217,30,M,085914.gif,Toy,rope,15
Rossel,5217,30,M,085929.gif,Toy,rope,15
Rossel,5217,30,M,085944.gif,Toy,rope,17
Rossel,5217,30,M,090410.gif,OtherSynthetic,wooden board,15
Rossel,5217,30,M,090425.gif,Toy,rope,15
Rossel,5217,30,M,090440.gif,Toy,rope,16
Rossel,5217,30,M,090526.gif,OtherSynthetic,knit tote bag,18
Rossel,5217,30,M,090559.gif,Toy,rope,15
Rossel,5217,30,M,090614.gif,Toy,rope,16
Rossel,5217,30,M,090630.gif,Toy,rope,15
Rossel,5217,30,M,090700.gif,Toy,rope,17
Rossel,5217,30,M,090905.gif,OtherSynthetic,knit tote bag,15
Rossel,5217,30,M,091214.gif,OtherLargeImmovable,beam,15
Rossel,5217,30,M,091244.gif,OtherLargeImmovable,ladder,18
Rossel,5217,30,M,091317.gif,OtherLargeImmovable,ladder,15
Rossel,5217,30,M,091349.gif,OtherLargeImmovable,ladder,15
Rossel,5217,30,M,091537.gif,OtherLargeImmovable,ladder,15
Rossel,5217,30,M,091552.gif,OtherLargeImmovable,door,18
Rossel,5217,30,M,091610.gif,OtherLargeImmovable,door,15
Rossel,5217,30,M,091625.gif,OtherLargeImmovable,door,15
Rossel,5217,30,M,091640.gif,OtherLargeImmovable,railing,17
Rossel,5217,30,M,091657.gif,OtherLargeImmovable,railing,15
Rossel,5217,30,M,091727.gif,OtherLargeImmovable,door,16
Rossel,5217,30,M,091743.gif,OtherLargeImmovable,railing,15
Rossel,5217,30,M,091901.gif,OtherLargeImmovable,railing,17
Rossel,5217,30,M,092628.gif,Food,rice ball,16
Rossel,5217,30,M,092714.gif,Food,rice ball,16
Rossel,5217,30,M,092730.gif,Food,rice ball,15
Rossel,5217,30,M,092745.gif,Food,rice ball,15
Rossel,5217,30,M,092832.gif,Food,rice ball,15
Rossel,5217,30,M,092950.gif,OtherLargeImmovable,building,15
Rossel,5217,30,M,094836.gif,Food,leafy green,15
Rossel,5217,30,M,094851.gif,Food,leafy green,15
Rossel,5217,30,M,094906.gif,Food,leafy green,16
Rossel,5217,30,M,094922.gif,Food,leafy green,15
Rossel,5217,30,M,094922.gif,Food,betelnut,15
Rossel,5217,30,M,094937.gif,Food,betelnut,15
Rossel,5217,30,M,094952.gif,ToolWork,woven basket,18
Rossel,5217,30,M,095010.gif,Book,paper,15
Rossel,5217,30,M,095025.gif,Book,paper,15
Rossel,5217,30,M,095040.gif,Book,paper,17
Rossel,5217,30,M,095057.gif,Book,paper,15
Rossel,5217,30,M,095112.gif,Book,paper,15
Rossel,5217,30,M,095127.gif,ToolWork,woven basket,17
Rossel,5217,30,M,095144.gif,ToolWork,woven basket,15
Rossel,5217,30,M,095159.gif,Food,candy,13
Rossel,5217,30,M,095159.gif,Food,toothbrush,13
Rossel,5217,30,M,095159.gif,ToolWork,candy,13
Rossel,5217,30,M,095159.gif,ToolWork,toothbrush,13
Rossel,5217,30,M,095212.gif,OtherNatural,bark strips,15
Rossel,5217,30,M,095227.gif,ToolWork,woven basket,16
Rossel,5217,30,M,095243.gif,ToolWork,woven basket,16
Rossel,5217,30,M,095401.gif,ToolWork,woven basket,15
Rossel,5217,30,M,095416.gif,OtherNatural,bark strips,18
Rossel,5217,30,M,095434.gif,OtherNatural,bark strips,15
Rossel,5217,30,M,095449.gif,OtherNatural,bark strips,16
Rossel,5217,30,M,095520.gif,OtherNatural,bark strips,15
Rossel,5217,30,M,095535.gif,Food,betelnut,15
Rossel,5217,30,M,095535.gif,Food,woven basket,15
Rossel,5217,30,M,095535.gif,ToolWork,betelnut,15
Rossel,5217,30,M,095535.gif,ToolWork,woven basket,15
Rossel,5217,30,M,095550.gif,ToolWork,woven basket,18
Rossel,5217,30,M,095608.gif,Food,betelnut,15
Rossel,5217,30,M,095623.gif,Food,betelnut,15
Rossel,5217,30,M,095725.gif,OtherLargeImmovable,support beam,17
Rossel,5217,30,M,095757.gif,OtherSynthetic,rope/net,52
Rossel,5217,30,M,100020.gif,OtherLargeImmovable,table,15
Rossel,5217,30,M,101310.gif,OtherLargeImmovable,support beam,16
Rossel,5217,30,M,101356.gif,OtherSynthetic,rope/net,17
Rossel,5217,30,M,101618.gif,OtherSynthetic,rope/net,16
Rossel,5217,30,M,101649.gif,OtherSynthetic,rope/net,15
Rossel,5217,30,M,101704.gif,OtherSynthetic,rope/net,17
Rossel,5217,30,M,101721.gif,OtherSynthetic,rope/net,15
Rossel,5217,30,M,101751.gif,OtherSynthetic,rope/net,18
Rossel,5217,30,M,101809.gif,OtherSynthetic,rope/net,15
Rossel,5217,30,M,101824.gif,OtherSynthetic,rope/net,15
Rossel,5217,30,M,101944.gif,OtherLargeImmovable,ladder,15
Rossel,5217,30,M,102157.gif,OtherLargeImmovable,building,17
Rossel,5217,30,M,103640.gif,Food,sugar cane,15
Rossel,5217,30,M,103655.gif,Food,sugar cane,17
Rossel,5217,30,M,103712.gif,Food,sugar cane,15
Rossel,5217,30,M,103758.gif,Food,sugar cane,15
Rossel,5217,30,M,103845.gif,Food,sugar cane,15
Rossel,5217,30,M,103947.gif,Food,sugar cane,15
Rossel,5217,30,M,104049.gif,Food,sugar cane,16
Rossel,5217,30,M,104205.gif,Food,sugar cane,17
Rossel,5217,30,M,104544.gif,Food,sugar cane,15
Rossel,5217,30,M,104559.gif,Food,sugar cane,16
Rossel,5217,30,M,104615.gif,Food,sugar cane,16
Rossel,5217,30,M,104631.gif,Food,sugar cane,15
Rossel,5217,30,M,104646.gif,Food,sugar cane,17
Rossel,5217,30,M,104703.gif,Food,sugar cane,16
Rossel,5217,30,M,104719.gif,Food,sugar cane,15
Rossel,5217,30,M,104734.gif,Food,sugar cane,18
Rossel,5217,30,M,104752.gif,Food,sugar cane,15
Rossel,5217,30,M,104807.gif,Food,sugar cane,15
Rossel,5217,30,M,104822.gif,Food,sugar cane,17
Rossel,5217,30,M,104839.gif,Food,sugar cane,15
Rossel,5217,30,M,104854.gif,Food,sugar cane,15
Rossel,5217,30,M,104909.gif,Food,sugar cane,17
Rossel,5217,30,M,104926.gif,Food,sugar cane,15
Rossel,5217,30,M,104956.gif,Food,sugar cane,17
Rossel,5217,30,M,105013.gif,Food,sugar cane,15
Rossel,5217,30,M,105028.gif,Food,sugar cane,25
Rossel,5217,30,M,105053.gif,Food,sugar cane,17
Rossel,5217,30,M,105110.gif,Food,sugar cane,15
Rossel,5217,30,M,105125.gif,Food,sugar cane,15
Rossel,5217,30,M,105757.gif,Food,sugar cane,17
Rossel,5217,30,M,110930.gif,ToolMealtime,metal pot,15
Rossel,5217,30,M,111206.gif,Clothing,shirt,15
Rossel,5217,30,M,111747.gif,ToolMealtime,leaf,16
Rossel,5217,30,M,112154.gif,OtherLargeImmovable,table leg,16
Rossel,5217,30,M,112210.gif,Food,bowl of rice,16
Rossel,5217,30,M,112226.gif,Food,bowl of rice,15
Rossel,5217,30,M,112226.gif,Food,table leg,15
Rossel,5217,30,M,112226.gif,OtherLargeImmovable,bowl of rice,15
Rossel,5217,30,M,112226.gif,OtherLargeImmovable,table leg,15
Rossel,5217,30,M,112241.gif,OtherLargeImmovable,table leg,15
Rossel,5217,30,M,112256.gif,Food,plate of food,16
Rossel,5217,30,M,112312.gif,Food,plate of food,15
Rossel,5217,30,M,112327.gif,Food,plate of food,15
Rossel,5217,30,M,112342.gif,Food,plate of food,16
Rossel,5217,30,M,112358.gif,Food,plate of food,15
Rossel,5217,30,M,112413.gif,Food,plate of food,15
Rossel,5217,30,M,112428.gif,Food,plate of food,18
Rossel,5217,30,M,112446.gif,Food,plate of food,15
Rossel,5217,30,M,112501.gif,Food,plate of food,15
Rossel,5217,30,M,112516.gif,Food,plate of food,16
Rossel,5217,30,M,112532.gif,Food,plate of food,15
Rossel,5217,30,M,112705.gif,Food,plate of food,16
Rossel,5217,30,M,112721.gif,Food,plate of food,15
Rossel,5217,30,M,112721.gif,Food,spoon,15
