Coder,Image,Object,Comments,StudyRelated,Food,Clothing,Toy,Book,Electronic,Plant,Animal,ToolWork,ToolMealtime,OtherLargeImmovable,OtherSynthetic,OtherNatural,None,Exclude,Unsure,Flagged,Skipped,sub_num
MD,080020.gif,net/hammock,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,080035.gif,net/hammock,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,080052.gif,bottled beverage,subject is drinking beverage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,080107.gif,net/hammock,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,080122.gif,net/hammock,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,080139.gif,net/hammock,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,080154.gif,net/hammock,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,080209.gif,net/hammock,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,080257.gif,NA,processed food/toy?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5217
MD,080313.gif,"?, support beam",processed food/toy?,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5217
MD,080328.gif,NA,processed food/toy?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5217
MD,080343.gif,NA,processed food/toy?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5217
MD,080400.gif,NA,processed food/toy?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5217
MD,080415.gif,NA,processed food/toy?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5217
MD,080446.gif,NA,"processed food/toy?, this is the same unknown object as in 074928.gif",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5217
MD,080516.gif,NA,processed food/toy?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5217
MD,080534.gif,NA,processed food/toy?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5217
MD,080549.gif,NA,processed food/toy?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5217
MD,080604.gif,NA,processed food/toy?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5217
MD,080943.gif,support beam,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,081049.gif,beam,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,081105.gif,beam,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,081636.gif,packaged candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,081653.gif,packaged candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,081708.gif,packaged candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,081723.gif,packaged candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,081739.gif,packaged candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,081754.gif,packaged candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,081810.gif,packaged candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,081826.gif,packaged candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,081841.gif,packaged candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,081856.gif,packaged candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,081914.gif,packaged candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,081929.gif,packaged candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,081944.gif,packaged candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,082001.gif,packaged candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,082047.gif,"candy, package",NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,082102.gif,"candy, package",NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,082149.gif,"candy, package",NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,082204.gif,"candy, package",NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,082222.gif,"candy, package",NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,082323.gif,"candy, package",NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,082339.gif,"candy, package",NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,082426.gif,"candy, plastic bottle",plastic bottle is held between toes,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5217
MD,082443.gif,"candy, plastic bottle",plastic bottle is held between toes,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5217
MD,082458.gif,"candy, plastic bottle",plastic bottle is held between toes,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5217
MD,082513.gif,"candy, plastic bottle",plastic bottle is held between toes,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5217
MD,082529.gif,"candy, package",NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,082544.gif,"candy, package",NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,082559.gif,"candy, package",NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,082617.gif,"candy, package",NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,082632.gif,"candy, package",NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,082647.gif,"candy, metal pot",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5217
MD,082750.gif,shirt,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,082821.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5217
MD,082852.gif,rope/net,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,082923.gif,rope/net,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,083032.gif,bowl,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5217
MD,084005.gif,fire pit,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5217
MD,084051.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,084210.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,084415.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,084430.gif,support beam,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,084445.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,084549.gif,support beam,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,084604.gif,support beam,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,084652.gif,bread roll,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,084708.gif,bread roll,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,084725.gif,bread roll,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,084739.gif,bread roll,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,084754.gif,bread roll,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,084810.gif,bread roll,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,084826.gif,bread roll,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,084841.gif,bread roll,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,084856.gif,bread roll,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,084913.gif,bread roll,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,084959.gif,bread roll,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,085029.gif,bread roll,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,085454.gif,rock,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5217
MD,085621.gif,plant,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5217
MD,085652.gif,building,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,085707.gif,building,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,085722.gif,support beam,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,085754.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,085809.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,085827.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,085842.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,085857.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,085914.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,085929.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,085944.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,090410.gif,wooden board,board has big nail sticking out--probably was part of a structure,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,090425.gif,rope,rope is hung from building to be used as swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,090440.gif,rope,rope is hung from building to be used as swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,090526.gif,knit tote bag,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,090559.gif,rope,rope is hung from building to be used as swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,090614.gif,rope,rope is hung from building to be used as swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,090630.gif,rope,rope is hung from building to be used as swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,090700.gif,rope,rope is hung from building to be used as swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,090905.gif,knit tote bag,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,091214.gif,beam,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,091229.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,091244.gif,ladder,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,091317.gif,ladder,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,091349.gif,ladder,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,091537.gif,ladder,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,091552.gif,door,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,091610.gif,door,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,091625.gif,door,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,091640.gif,railing,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,091657.gif,railing,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,091727.gif,door,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,091743.gif,railing,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,091901.gif,railing,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,092240.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,092356.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,092413.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,092428.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,092540.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,092558.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,092628.gif,rice ball,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,092714.gif,rice ball,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,092730.gif,rice ball,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,092745.gif,rice ball,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,092832.gif,rice ball,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,092847.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,092950.gif,building,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,093020.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,093036.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,094001.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094016.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094031.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094118.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094134.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094149.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094204.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094220.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094236.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094251.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094338.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094355.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094410.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094425.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094441.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094456.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094511.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094528.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094543.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094558.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094614.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094629.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094645.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094702.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094717.gif,fish,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5217
MD,094750.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,094836.gif,leafy green,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,094851.gif,leafy green,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,094906.gif,leafy green,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,094922.gif,"leafy green, betelnut",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,094937.gif,betelnut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,094952.gif,woven basket,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5217
MD,095010.gif,paper,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,095025.gif,paper,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,095040.gif,paper,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,095057.gif,paper,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,095112.gif,paper,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,095127.gif,woven basket,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5217
MD,095144.gif,woven basket,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5217
MD,095159.gif,"candy, toothbrush",NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5217
MD,095212.gif,bark strips,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5217
MD,095227.gif,woven basket,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5217
MD,095243.gif,woven basket,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5217
MD,095259.gif,jewelry,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5217
MD,095314.gif,jewelry,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5217
MD,095329.gif,jewelry,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5217
MD,095346.gif,jewelry,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5217
MD,095401.gif,woven basket,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5217
MD,095416.gif,bark strips,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5217
MD,095434.gif,bark strips,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5217
MD,095449.gif,bark strips,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5217
MD,095520.gif,bark strips,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5217
MD,095535.gif,"betelnut, woven basket",NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5217
MD,095550.gif,woven basket,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5217
MD,095608.gif,betelnut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,095623.gif,betelnut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,095725.gif,support beam,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,095757.gif,rope/net,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,100020.gif,table,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,100242.gif,"vest, camera lens",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,100326.gif,"vest, camera lens",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,100559.gif,"vest, camera lens",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,100748.gif,"vest, camera lens",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,101159.gif,"vest, rope/net",NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,101251.gif,wooden board,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5217
MD,101310.gif,support beam,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,101326.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5217
MD,101341.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5217
MD,101356.gif,rope/net,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,101603.gif,dirt,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5217
MD,101618.gif,rope/net,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,101649.gif,rope/net,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,101704.gif,rope/net,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,101721.gif,rope/net,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,101751.gif,rope/net,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,101809.gif,rope/net,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,101824.gif,rope/net,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5217
MD,101856.gif,"vest, camera lens",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,101944.gif,ladder,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,102157.gif,building,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5217
MD,102501.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,102603.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,102822.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,102839.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,103248.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,103303.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,103319.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,103334.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,103349.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,103405.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,103420.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,103435.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,103506.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,103521.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,103640.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,103655.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,103712.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,103758.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,103845.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,103947.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,104049.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,104205.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,104544.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,104559.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,104615.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,104631.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,104646.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,104703.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,104719.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,104734.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,104752.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,104807.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,104822.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,104839.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
MD,104854.gif,sugar cane,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217
