Coder,Image,Object,Comments,StudyRelated,Food,Clothing,Toy,Book,Electronic,Plant,Animal,ToolWork,ToolMealtime,OtherLargeImmovable,OtherSynthetic,OtherNatural,None,Exclude,Unsure,Flagged,Skipped,sub_num
LM,20160811_123054_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7101
LM,20160811_123200_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123210_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123220_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123252_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123357_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123410_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123442_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123452_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123502_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123514_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123524_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123534_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123546_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123556_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123607_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123618_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123628_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123638_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123650_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123700_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123710_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123722_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123742_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123755_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123805_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123815_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123827_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123847_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123900_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123910_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123920_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_123932_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_124202_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_124245_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
LM,20160811_130216_000.gif,pants,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
LM,20160811_130226_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7101
LM,20160811_130236_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_130309_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_130341_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_130353_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_130414_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_130436_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_130446_000.gif,"comb, pants",NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_130458_000.gif,"comb, pants",NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_130508_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_130518_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_130657_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_130709_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7101
LM,20160811_130719_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7101
LM,20160811_131103_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_131116_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_131126_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_131136_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_131149_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_131159_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_131209_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_131221_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_131241_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
LM,20160811_131502_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
LM,20160811_131858_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
LM,20160811_131908_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
LM,20160811_131919_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
LM,20160811_131930_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
LM,20160811_131940_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
LM,20160811_132002_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
LM,20160811_132012_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
LM,20160811_132024_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
LM,20160811_132034_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
LM,20160811_132044_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
LM,20160811_132117_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
LM,20160811_132129_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
LM,20160811_132139_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7101
LM,20160811_132149_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
LM,091725.gif,ipod touch,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7504
KS,070204.gif,betel nut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,070519.gif,betel nut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,070534.gif,betel nut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,070550.gif,tuber,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,070605.gif,tuber,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,070620.gif,betel nut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,070638.gif,betel nut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,070654.gif,betel nut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,070709.gif,betel nut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,070726.gif,betel nut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,071034.gif,betel nut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,071049.gif,betel nut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,071104.gif,betel nut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,071255.gif,"wooden pole, betel nut",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9706
KS,071313.gif,betel nut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,071328.gif,"betel nut, wooden pole",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9706
KS,071343.gif,"betel nut, wooden pole",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9706
KS,071518.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,071636.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,071941.gif,wooden ladder,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9706
KS,072045.gif,hammock,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9706
KS,072131.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9706
KS,072559.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,072855.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,072910.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,073012.gif,betel nut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,073352.gif,betel nut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,073407.gif,bucket,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9706
KS,073733.gif,wall,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9706
KS,074216.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,074231.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,074434.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,074451.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,074625.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9706
KS,074642.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9706
KS,075233.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,075306.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,075643.gif,NA,Foot cannot be a held object.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9706
KS,075701.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9706
KS,080108.gif,tin container,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9706
KS,080155.gif,guava,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,080210.gif,tin container,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,080228.gif,tin container,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,080330.gif,tin container,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,080345.gif,tin container,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,080402.gif,tin container,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,080450.gif,tin container,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,080758.gif,rock,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9706
KS,080813.gif,rock,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9706
KS,080828.gif,rock,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9706
KS,080844.gif,tin contianer,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9706
KS,081002.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9706
KS,081048.gif,wooden ladder,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9706
KS,081443.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,081514.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,081736.gif,blanket,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9706
KS,081936.gif,pineapple,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9706
KS,082038.gif,pineapple,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9706
KS,082109.gif,pineapple,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9706
KS,082156.gif,knife,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9706
KS,082211.gif,knife,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9706
KS,082227.gif,knife,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9706
KS,082242.gif,knife,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9706
KS,082257.gif,knife,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9706
KS,082315.gif,knife,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9706
KS,082449.gif,"knife, shirt",NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9706
KS,082504.gif,knife,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9706
KS,082519.gif,knife,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9706
KS,082552.gif,shirt,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,082624.gif,wooden stake,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9706
KS,082639.gif,wooden stake,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9706
KS,082727.gif,wooden porch,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9706
KS,082742.gif,wooden ladder,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9706
KS,082759.gif,wooden ladder,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9706
KS,082815.gif,rock,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9706
KS,082951.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,083054.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,083126.gif,wooden stake,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9706
KS,083804.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
KS,083834.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9706
KS,083922.gif,knife,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9706
KS,083938.gif,knife,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9706
KS,083953.gif,knife,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9706
KS,084008.gif,knife,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9706
KS,084056.gif,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9706
KS,084128.gif,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9706
KS,084143.gif,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9706
KS,084214.gif,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9706
KS,084301.gif,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9706
KS,084316.gif,bowl,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9706
KS,084436.gif,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9706
KS,084451.gif,bowl,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9706
